event_id,send_time_ns,receive_time_ns,latency_ms
tc-41-0,848697402204089,848707929592443,10527.388
tc-0-0,848707201371868,848707929596403,728.225
tc-33-0,848707101365702,848707929597513,828.232
tc-75-0,848707001355675,848707929598383,928.243
tc-1-0,848706901365839,848707929599523,1028.234
tc-84-0,848706801390503,848707929600413,1128.21
tc-29-0,848706501420394,848707929601243,1428.181
tc-48-0,848706401365558,848707929605533,1528.24
tc-45-0,848706301381781,848707929606553,1628.225
tc-90-0,848706201371325,848707929607543,1728.236
tc-70-0,848706101374869,848707929608053,1828.233
tc-35-0,848705801374650,848707929608793,2128.234
tc-51-0,848705701362164,848707929609263,2228.247
tc-50-0,848705401400825,848707929613623,2528.213
tc-31-0,848705301372579,848707929614083,2628.242
tc-16-0,848705201357943,848707929614593,2728.257
tc-98-0,848705101375537,848707929615053,2828.24
tc-14-0,848704901347644,848707929615633,3028.268
tc-21-0,848705601347097,848707929616163,2328.269
tc-2-0,848704601350726,848707929616853,3328.266
tc-39-0,848704101370095,848707929617443,3828.247
tc-93-0,848704001389409,848707929617933,3928.229
tc-89-0,848703801381396,848707929618413,4128.237
tc-34-0,848703701361370,848707929618873,4228.258
tc-76-0,848703301368785,848707929619403,4628.251
tc-88-0,848703201378119,848707929623943,4728.246
tc-40-0,848703101393383,848707929637563,4828.244
tc-97-0,848702901378211,848707929638183,5028.26
tc-85-0,848704501343320,848707929638693,3428.295
tc-5-0,848702701378658,848707929639233,5228.261
tc-62-0,848702601374372,848707929639753,5328.265
tc-96-0,848702401363990,848707929640243,5528.276
tc-15-0,848702201365497,848707929640743,5728.275
tc-77-0,848702101366551,848707929641543,5828.275
tc-57-0,848704301375517,848707929641993,3628.266
tc-43-0,848701901379409,848707929659933,6028.281
tc-10-0,848706601402990,848707929660533,1328.258
tc-23-0,848701401363028,848707929661053,6528.298
tc-38-0,848701701381117,848707929661553,6228.28
tc-58-0,848703501367378,848707929662133,4428.295
tc-59-0,848704701377052,848707929662593,3228.286
tc-99-0,848701501361964,848707929663723,6428.302
tc-63-0,848705501346611,848707929664513,2428.318
tc-79-0,848700701410006,848707929665313,7228.255
tc-91-0,848704401344223,848707929677103,3528.333
tc-12-0,848700401367097,848707929677853,7528.311
tc-24-0,848700301367271,848707929678553,7628.311
tc-13-0,848700101376939,848707929679203,7828.302
tc-87-0,848700001394443,848707929679903,7928.285
tc-73-0,848704201406211,848707929680703,3728.274
tc-69-0,848699701357955,848707929688073,8228.33
tc-53-0,848707301369014,848707929693293,628.324
tc-17-0,848705901363816,848707929694093,2028.33
tc-71-0,848699901352107,848707929695023,8028.343
tc-6-0,848699201367585,848707929695533,8728.328
tc-74-0,848703401367691,848707929704133,4528.336
tc-80-0,848698901383276,848707929784773,9028.401
tc-28-0,848699301368741,848707929786553,8628.418
tc-72-0,848700601402390,848707929787473,7328.385
tc-54-0,848698601367728,848707929788233,9328.421
tc-11-0,848703601369454,848707929788943,4328.419
tc-8-0,848703901368353,848707929789663,4028.421
tc-55-0,848706001347822,848707929790413,1928.443
tc-4-0,848698202899019,848707929919094,9727.02
tc-64-0,848698101387638,848707929920544,9828.533
tc-7-0,848705001354721,848707929921994,2928.567
tc-46-0,848697901413796,848707929922684,10028.509
tc-68-0,848700901376478,848707929923354,7028.547
tc-9-0,848697701374244,848707929924314,10228.55
tc-83-0,848697601363919,848707929924974,10328.561
tc-19-0,848706701383907,848707929925574,1228.542
