timestamp_ms,topic,lag
1784622041883,bench-w3-latency-input,101
1784622048830,bench-w3-latency-input,101
1784622055747,bench-w3-latency-input,101
1784622062723,bench-w3-latency-input,101
1784622069625,bench-w3-latency-input,101
1784622076548,bench-w3-latency-input,101
1784622083513,bench-w3-latency-input,101
1784622090364,bench-w3-latency-input,101
1784622097254,bench-w3-latency-input,111
1784622104190,bench-w3-latency-input,111
1784622111109,bench-w3-latency-input,0
1784622117973,bench-w3-latency-input,0
1784622124874,bench-w3-latency-input,0
1784622131769,bench-w3-latency-input,0
1784622138569,bench-w3-latency-input,0
1784622145401,bench-w3-latency-input,0
1784622152204,bench-w3-latency-input,0
1784622159023,bench-w3-latency-input,0
1784622165949,bench-w3-latency-input,0
1784622172814,bench-w3-latency-input,0
1784622179679,bench-w3-latency-input,0
1784622186536,bench-w3-latency-input,0
1784622193384,bench-w3-latency-input,0
1784622200279,bench-w3-latency-input,0
1784622207093,bench-w3-latency-input,0
1784622213932,bench-w3-latency-input,0
