event_id,t0_ms,t1_ms,t2_ms,t3_ms,t1_t0_ms,t2_t1_ms,t3_t2_ms,latency_ms
ss-0-60000,1784302033910.7432,1784302034015,1784302035183.0,1784302035319.7876,104.257,1168.0,136.788,1409.044
ss-1-60000,1784302033760.729,1784302034015,1784302035192.0,1784302035319.7913,254.271,1177.0,127.791,1559.062
ss-10-60000,1784302033610.7622,1784302034015,1784302035192.0,1784302035319.7922,404.238,1177.0,127.792,1709.03
ss-11-60000,1784302032110.8318,1784302032464,1784302035192.0,1784302035319.7927,353.168,2728.0,127.793,3208.961
ss-12-60000,1784302030510.7754,1784302031471,1784302035192.0,1784302035319.7937,960.225,3721.0,127.794,4809.018
ss-13-60000,1784302030360.771,1784302031471,1784302035193.0,1784302035319.8127,1110.229,3722.0,126.813,4959.042
ss-14-60000,1784302032760.7715,1784302033514,1784302035193.0,1784302035319.8132,753.229,1679.0,126.813,2559.042
ss-15-60000,1784302031410.7534,1784302031471,1784302035193.0,1784302035319.817,60.247,3722.0,126.817,3909.063
ss-16-60000,1784302032910.8154,1784302033514,1784302035193.0,1784302035319.8179,603.185,1679.0,126.818,2409.002
ss-17-60000,1784302033260.7356,1784302033514,1784302035193.0,1784302035319.8186,253.264,1679.0,126.819,2059.083
ss-19-60000,1784302033660.761,1784302034015,1784302035193.0,1784302035319.819,354.239,1178.0,126.819,1659.058
ss-2-60000,1784302032610.7664,1784302033514,1784302035193.0,1784302035319.8196,903.234,1679.0,126.82,2709.053
ss-21-60000,1784302033110.769,1784302033514,1784302035193.0,1784302035319.8203,403.231,1679.0,126.82,2209.051
ss-23-60000,1784302031010.7903,1784302031471,1784302035193.0,1784302035319.8208,460.21,3722.0,126.821,4309.031
ss-24-60000,1784302030460.7656,1784302031471,1784302035193.0,1784302035319.8237,1010.234,3722.0,126.824,4859.058
ss-28-60000,1784302029960.789,1784302031471,1784302035193.0,1784302035320.8696,1510.211,3722.0,127.87,5360.081
ss-29-60000,1784302033560.747,1784302034015,1784302035193.0,1784302035320.87,454.253,1178.0,127.87,1760.123
ss-31-60000,1784302032963.5642,1784302033514,1784302035193.0,1784302035320.8708,550.436,1679.0,127.871,2357.307
ss-33-60000,1784302033860.7424,1784302034015,1784302035193.0,1784302035320.8713,154.258,1178.0,127.871,1460.129
ss-34-60000,1784302032160.7844,1784302032464,1784302035194.0,1784302035320.8745,303.216,2730.0,126.875,3160.09
ss-35-60000,1784302033210.7607,1784302033514,1784302035194.0,1784302035320.875,303.239,1680.0,126.875,2110.114
ss-38-60000,1784302031160.7585,1784302031471,1784302035194.0,1784302035320.8752,310.241,3723.0,126.875,4160.117
ss-39-60000,1784302032360.7747,1784302032464,1784302035194.0,1784302035320.8755,103.225,2730.0,126.875,2960.101
ss-4-60000,1784302029411.3877,1784302031471,1784302035194.0,1784302035320.876,2059.612,3723.0,126.876,5909.488
ss-40-60000,1784302031860.759,1784302032464,1784302035194.0,1784302035320.8765,603.241,2730.0,126.876,3460.117
ss-41-60000,1784302029011.4055,1784302031471,1784302035194.0,1784302035320.877,2459.594,3723.0,126.877,6309.471
ss-43-60000,1784302031260.7588,1784302031471,1784302035194.0,1784302035320.8772,210.241,3723.0,126.877,4060.118
ss-45-60000,1784302033460.7336,1784302033514,1784302035194.0,1784302035320.8774,53.266,1680.0,126.877,1860.144
ss-46-60000,1784302029260.9453,1784302031471,1784302035194.0,1784302035320.878,2210.055,3723.0,126.878,6059.933
ss-48-60000,1784302033510.743,1784302033514,1784302035194.0,1784302035320.8782,3.257,1680.0,126.878,1810.135
ss-5-60000,1784302031660.782,1784302032464,1784302035194.0,1784302035320.8784,803.218,2730.0,126.878,3660.096
ss-50-60000,1784302033010.7947,1784302033514,1784302035194.0,1784302035320.8787,503.205,1680.0,126.879,2310.084
ss-51-60000,1784302033160.781,1784302033514,1784302035194.0,1784302035320.8792,353.219,1680.0,126.879,2160.098
ss-53-60000,1784302033960.7522,1784302034015,1784302035194.0,1784302035320.8796,54.248,1179.0,126.88,1360.127
ss-54-60000,1784302029610.8044,1784302031471,1784302035194.0,1784302035320.88,1860.196,3723.0,126.88,5710.075
ss-55-60000,1784302033310.7463,1784302033514,1784302035194.0,1784302035320.8804,203.254,1680.0,126.88,2010.134
ss-57-60000,1784302032460.767,1784302032464,1784302035194.0,1784302035320.8806,3.233,2730.0,126.881,2860.114
ss-58-60000,1784302032060.7747,1784302032464,1784302035194.0,1784302035320.8809,403.225,2730.0,126.881,3260.106
ss-59-60000,1784302032660.7722,1784302033514,1784302035195.0,1784302035320.881,853.228,1681.0,125.881,2660.109
ss-6-60000,1784302029910.7727,1784302031471,1784302035195.0,1784302035320.8816,1560.227,3724.0,125.882,5410.109
ss-62-60000,1784302031610.7842,1784302032464,1784302035195.0,1784302035320.8818,853.216,2731.0,125.882,3710.098
ss-63-60000,1784302033060.8262,1784302033514,1784302035195.0,1784302035320.8826,453.174,1681.0,125.883,2260.056
ss-64-60000,1784302029360.7651,1784302031471,1784302035195.0,1784302035320.885,2110.235,3724.0,125.885,5960.12
ss-68-60000,1784302030760.805,1784302031471,1784302035195.0,1784302035320.8853,710.195,3724.0,125.885,4560.08
ss-69-60000,1784302030160.774,1784302031471,1784302035195.0,1784302035320.8857,1310.226,3724.0,125.886,5160.112
ss-7-60000,1784302032810.85,1784302033514,1784302035195.0,1784302035320.886,703.15,1681.0,125.886,2510.036
ss-70-60000,1784302033360.7483,1784302033514,1784302035195.0,1784302035320.8862,153.252,1681.0,125.886,1960.138
ss-71-60000,1784302030260.773,1784302031471,1784302035195.0,1784302035320.8867,1210.227,3724.0,125.887,5060.114
ss-72-60000,1784302030610.769,1784302031471,1784302035195.0,1784302035320.887,860.231,3724.0,125.887,4710.118
ss-73-60000,1784302032410.9023,1784302032464,1784302035195.0,1784302035320.8875,53.098,2731.0,125.887,2909.985
