event_id,send_time_ns,receive_time_ns,latency_ms
fm-e-0,848190407319996,848193221652993,2814.333
fm-e-1,848190456460742,848193221655483,2765.195
fm-e-3,848190556464257,848193221656003,2665.192
fm-e-4,848190606440325,848193221656733,2615.216
fm-e-5,848190656447663,848193221657083,2565.209
fm-e-8,848190806473437,848193221668463,2415.195
fm-e-9,848190856463934,848193221668863,2365.205
fm-e-10,848190906468482,848193221671843,2315.203
fm-e-11,848190956456720,848193221672533,2265.216
fm-e-12,848191006461498,848193221773554,2215.312
fm-e-13,848191056453676,848193221775064,2165.321
fm-e-15,848191156438962,848193221775834,2065.337
fm-e-16,848191206452659,848193221788704,2015.336
fm-e-17,848191259039334,848193221789274,1962.75
fm-e-21,848191456457079,848193221789814,1765.333
fm-e-23,848191556462954,848193221790324,1665.327
fm-e-28,848191806445834,848193221790834,1415.345
fm-e-30,848191906446679,848193221791814,1315.345
fm-e-31,848191956428107,848193221792374,1265.364
fm-e-33,848192056417923,848193221836284,1165.418
fm-e-34,848192106433081,848193221836964,1115.404
fm-e-38,848192306455362,848193221842074,915.387
fm-e-39,848192356444730,848193221842514,865.398
fm-e-42,848192506464364,848193221847604,715.383
fm-e-44,848192606437270,848193221848054,615.411
fm-e-45,848192656433317,848193221854054,565.421
fm-e-46,848192706464195,848194229368802,1522.905
fm-e-47,848192756453113,848194229370722,1472.918
fm-e-48,848192806462961,848194229371472,1422.909
fm-e-49,848192856472099,848194229371992,1372.9
fm-e-50,848192906436647,848194229372492,1322.936
fm-e-56,848193206452345,848194229372962,1022.921
fm-e-57,848193256430722,848194229384892,972.954
fm-e-58,848193306433260,848194229386592,922.953
fm-e-59,848193356432668,848194229400092,872.967
fm-e-60,848193406439266,848194229400792,822.962
fm-e-61,848193456450414,848194229401422,772.951
fm-e-64,848193606472908,848194229402102,622.929
fm-e-65,848193656470386,848194229402592,572.932
fm-e-66,848193706482794,848194229403032,522.92
fm-e-67,848193756472192,848195281051094,1524.579
fm-e-77,848194256434181,848195281054004,1024.62
fm-e-78,848194306428879,848195281055024,974.626
fm-e-80,848194406438465,848195281055574,874.617
fm-e-81,848194456449493,848195281056044,824.607
fm-e-83,848194556449919,848195281065454,724.616
fm-e-84,848194606442387,848195281065954,674.624
fm-e-85,848194656423895,848195281066414,624.643
fm-e-86,848194706432473,848195281066884,574.634
fm-e-90,848194906434055,848196384291700,1477.858
fm-e-91,848194956443953,848196384294440,1427.85
fm-e-92,848195006434201,848196384295180,1377.861
fm-e-94,848195106433927,848196384296280,1277.862
fm-e-95,848195156428115,848196384298090,1227.87
fm-e-96,848195206429833,848196384298840,1177.869
fm-e-97,848195256437991,848196384299560,1127.862
