timestamp_ms,topic,lag
1784622516364,bench-w3-latency-input,101
1784622523269,bench-w3-latency-input,101
1784622530129,bench-w3-latency-input,101
1784622536960,bench-w3-latency-input,101
1784622543831,bench-w3-latency-input,101
1784622550744,bench-w3-latency-input,101
1784622557632,bench-w3-latency-input,101
1784622564494,bench-w3-latency-input,101
1784622571300,bench-w3-latency-input,106
1784622578192,bench-w3-latency-input,0
1784622585010,bench-w3-latency-input,0
1784622591970,bench-w3-latency-input,0
1784622598833,bench-w3-latency-input,0
1784622605657,bench-w3-latency-input,0
1784622612506,bench-w3-latency-input,0
1784622619337,bench-w3-latency-input,0
1784622626198,bench-w3-latency-input,0
1784622633101,bench-w3-latency-input,0
1784622639986,bench-w3-latency-input,0
1784622646857,bench-w3-latency-input,0
1784622653664,bench-w3-latency-input,0
1784622660531,bench-w3-latency-input,0
1784622667411,bench-w3-latency-input,0
1784622674280,bench-w3-latency-input,0
1784622681106,bench-w3-latency-input,0
1784622687946,bench-w3-latency-input,0
1784622694854,bench-w3-latency-input,0
1784622701679,bench-w3-latency-input,0
1784622708621,bench-w3-latency-input,0
1784622715481,bench-w3-latency-input,0
