event_id,send_time_ns,receive_time_ns,latency_ms
e-0,847691119901549,847694003280740,2883.379
e-1,847691169292696,847694003284880,2833.992
e-2,847691219300704,847694003286370,2783.986
e-3,847691269296632,847694003288050,2733.991
e-4,847691319302649,847694003289120,2683.986
e-5,847691369291727,847694003290350,2633.999
e-6,847691419317125,847694003291390,2583.974
e-7,847691469307753,847694003296880,2533.989
e-8,847691519306411,847694003298290,2483.992
e-9,847691569308019,847694003299590,2433.992
e-10,847691619314897,847694003300330,2383.985
e-11,847691669321615,847694003301140,2333.98
e-12,847691719321383,847694003317170,2283.996
e-13,847691769315681,847694003318110,2234.002
e-14,847691819310309,847694003318860,2184.009
e-15,847691869309957,847694003327090,2134.017
e-16,847691919307395,847694003327610,2084.02
e-17,847691969345504,847694003328220,2033.983
e-18,847692019340772,847694003328740,1983.988
e-19,847692069317000,847694003329180,1934.012
e-20,847692119315198,847694003329610,1884.014
e-21,847692169290215,847694003330050,1834.04
e-22,847692219310114,847694003330470,1784.02
e-23,847692269304652,847694003330960,1734.026
e-24,847692319302350,847694003337180,1684.035
e-25,847692369303088,847694003401530,1634.098
e-26,847692419291906,847694003402540,1584.111
e-27,847692469295404,847694003403250,1534.108
e-28,847692519312552,847694003403890,1484.091
e-29,847692569311660,847694003441360,1434.13
e-30,847692619315628,847694003442320,1384.127
e-31,847692669304106,847694003470370,1334.166
e-32,847692719296624,847694003471220,1284.175
e-33,847692769294993,847694003472490,1234.177
e-34,847692819271861,847694003505640,1184.234
e-35,847692869299599,847694003506350,1134.207
e-36,847692919300757,847694003521800,1084.221
e-37,847692969302035,847694003554670,1034.253
e-38,847693019300373,847694003586070,984.286
e-39,847693069295192,847694003586440,934.291
e-40,847693119329200,847694003627190,884.298
e-41,847693169350818,847694003628210,834.277
e-42,847693219324386,847694003664780,784.34
e-43,847693269352674,847694003665150,734.312
e-44,847693319282152,847694003700750,684.419
e-45,847693369310601,847694003701280,634.391
e-46,847693419303209,847695045666392,1626.363
e-47,847693469290327,847695045669262,1576.379
e-48,847693519301635,847695045670502,1526.369
e-49,847693569290594,847695045671172,1476.381
e-50,847693619301702,847695045671862,1426.37
e-51,847693669292650,847695045672572,1376.38
e-52,847693719292288,847695045673182,1326.381
e-53,847693769290237,847695045675262,1276.385
e-54,847693819287095,847695045676042,1226.389
e-55,847693869297043,847695045700752,1176.404
e-56,847693919313832,847695045701582,1126.388
e-57,847693969308970,847695045706572,1076.398
e-58,847694019284558,847695045726242,1026.442
e-59,847694069279526,847695045727182,976.448
e-60,847694119275435,847695045727922,926.452
e-61,847694169285703,847695045728572,876.443
e-62,847694219301601,847695045729262,826.428
e-63,847694269313209,847695045794682,776.481
e-64,847694319335748,847695045795542,726.46
e-65,847694369333886,847695045797032,676.463
e-66,847694419344804,847695045797872,626.453
e-67,847694469332283,847696091406492,1622.074
e-68,847694519297381,847696091409452,1572.112
e-69,847694569296669,847696091411242,1522.115
e-70,847694619293188,847696091411932,1472.119
e-71,847694669331786,847696091412582,1422.081
e-72,847694719304574,847696091413222,1372.109
e-73,847694769299383,847696091413862,1322.114
e-74,847694819296881,847696091414472,1272.118
e-75,847694869293500,847696091415422,1222.122
e-76,847694919294848,847696091594162,1172.299
e-77,847694969286647,847696091596472,1122.31
e-78,847695019285735,847696091623102,1072.337
e-79,847695069306263,847696091623802,1022.318
e-80,847695119302562,847696091624232,972.322
e-81,847695169305480,847696091624612,922.319
e-82,847695219302849,847696091624952,872.322
e-83,847695269307967,847696091629672,822.322
e-84,847695319301625,847696091630042,772.328
e-85,847695369299094,847696091630382,722.331
e-86,847695419320822,847696091630702,672.31
e-87,847695469302761,847696091631042,622.328
e-88,847695519345899,847696091631362,572.285
e-89,847695569332438,847696091631702,522.299
e-90,847695619324586,847696091632042,472.307
e-91,847695669322885,847696091659302,422.336
e-92,847695719292033,847696091660142,372.368
e-93,847695769291522,847696091661202,322.37
e-94,847695819258120,847696091728552,272.47
e-95,847695869296469,847696091814973,222.519
e-96,847695919298857,847696091816493,172.518
e-97,847695969299026,847696091817193,122.518
e-98,847696019281744,847696091865243,72.583
e-99,847696069297723,847696091865823,22.568
