timestamp_ms,topic,lag
1784300952134,bench-w1-latency-input,101
1784300958905,bench-w1-latency-input,100
1784300965727,bench-w1-latency-input,100
1784300972468,bench-w1-latency-input,101
1784300979208,bench-w1-latency-input,101
1784300986059,bench-w1-latency-input,101
1784300992779,bench-w1-latency-input,100
1784300999522,bench-w1-latency-input,101
1784301006318,bench-w1-latency-input,101
1784301013087,bench-w1-latency-input,200
1784301019815,bench-w1-latency-input,101
1784301026539,bench-w1-latency-input,100
1784301033296,bench-w1-latency-input,100
1784301040085,bench-w1-latency-input,100
1784301046861,bench-w1-latency-input,100
1784301053595,bench-w1-latency-input,100
1784301060374,bench-w1-latency-input,101
1784301067154,bench-w1-latency-input,100
1784301073887,bench-w1-latency-input,101
1784301080697,bench-w1-latency-input,101
1784301087432,bench-w1-latency-input,101
1784301094170,bench-w1-latency-input,100
1784301100970,bench-w1-latency-input,101
1784301107768,bench-w1-latency-input,100
1784301114447,bench-w1-latency-input,100
1784301121176,bench-w1-latency-input,101
1784301127980,bench-w1-latency-input,101
1784301134759,bench-w1-latency-input,100
1784301141482,bench-w1-latency-input,101
1784301148197,bench-w1-latency-input,101
1784301155003,bench-w1-latency-input,101
1784301161668,bench-w1-latency-input,100
1784301168436,bench-w1-latency-input,101
1784301175258,bench-w1-latency-input,101
1784301181986,bench-w1-latency-input,101
1784301188696,bench-w1-latency-input,100
1784301195467,bench-w1-latency-input,101
1784301202236,bench-w1-latency-input,101
1784301208940,bench-w1-latency-input,101
1784301215719,bench-w1-latency-input,101
1784301222460,bench-w1-latency-input,100
1784301229150,bench-w1-latency-input,101
1784301235920,bench-w1-latency-input,101
1784301242705,bench-w1-latency-input,101
1784301249444,bench-w1-latency-input,101
1784301256204,bench-w1-latency-input,100
1784301263021,bench-w1-latency-input,101
1784301269750,bench-w1-latency-input,101
1784301276493,bench-w1-latency-input,100
1784301283298,bench-w1-latency-input,100
1784301290038,bench-w1-latency-input,100
1784301296828,bench-w1-latency-input,100
1784301303602,bench-w1-latency-input,101
1784301310329,bench-w1-latency-input,100
1784301317007,bench-w1-latency-input,100
1784301323700,bench-w1-latency-input,101
1784301330542,bench-w1-latency-input,101
1784301337275,bench-w1-latency-input,100
1784301343993,bench-w1-latency-input,100
1784301350764,bench-w1-latency-input,101
1784301357478,bench-w1-latency-input,101
1784301364222,bench-w1-latency-input,100
1784301370967,bench-w1-latency-input,101
1784301377735,bench-w1-latency-input,101
1784301384430,bench-w1-latency-input,101
1784301391227,bench-w1-latency-input,101
1784301397972,bench-w1-latency-input,101
1784301404665,bench-w1-latency-input,101
1784301411427,bench-w1-latency-input,101
1784301418220,bench-w1-latency-input,101
1784301424953,bench-w1-latency-input,100
1784301431658,bench-w1-latency-input,101
1784301438435,bench-w1-latency-input,101
1784301445237,bench-w1-latency-input,101
1784301451948,bench-w1-latency-input,101
1784301458687,bench-w1-latency-input,101
1784301465471,bench-w1-latency-input,101
1784301472280,bench-w1-latency-input,101
1784301479008,bench-w1-latency-input,101
1784301485785,bench-w1-latency-input,101
1784301492624,bench-w1-latency-input,100
1784301499357,bench-w1-latency-input,101
1784301506117,bench-w1-latency-input,101
1784301512964,bench-w1-latency-input,101
1784301519806,bench-w1-latency-input,101
1784301526571,bench-w1-latency-input,100
1784301533326,bench-w1-latency-input,202
1784301540369,bench-w1-latency-input,202
1784301547187,bench-w1-latency-input,101
1784301553920,bench-w1-latency-input,101
1784301560719,bench-w1-latency-input,101
1784301567464,bench-w1-latency-input,100
1784301574212,bench-w1-latency-input,100
1784301580954,bench-w1-latency-input,100
1784301587783,bench-w1-latency-input,101
1784301594570,bench-w1-latency-input,101
1784301601253,bench-w1-latency-input,101
1784301608054,bench-w1-latency-input,101
1784301614788,bench-w1-latency-input,101
1784301621540,bench-w1-latency-input,101
1784301628271,bench-w1-latency-input,101
1784301635014,bench-w1-latency-input,101
1784301641733,bench-w1-latency-input,101
1784301648440,bench-w1-latency-input,100
1784301655223,bench-w1-latency-input,101
1784301661916,bench-w1-latency-input,101
1784301668642,bench-w1-latency-input,101
1784301675446,bench-w1-latency-input,101
1784301682195,bench-w1-latency-input,101
1784301688969,bench-w1-latency-input,101
1784301695818,bench-w1-latency-input,101
1784301702603,bench-w1-latency-input,101
1784301709368,bench-w1-latency-input,101
1784301716236,bench-w1-latency-input,101
1784301723165,bench-w1-latency-input,100
1784301729899,bench-w1-latency-input,101
1784301736631,bench-w1-latency-input,101
1784301743424,bench-w1-latency-input,101
1784301750139,bench-w1-latency-input,202
1784301756841,bench-w1-latency-input,101
1784301763608,bench-w1-latency-input,101
1784301770322,bench-w1-latency-input,202
1784301776986,bench-w1-latency-input,101
1784301783726,bench-w1-latency-input,101
1784301790489,bench-w1-latency-input,201
1784301797184,bench-w1-latency-input,100
1784301803890,bench-w1-latency-input,101
1784301810650,bench-w1-latency-input,101
1784301817499,bench-w1-latency-input,101
1784301824242,bench-w1-latency-input,101
1784301830946,bench-w1-latency-input,100
1784301837746,bench-w1-latency-input,101
1784301844473,bench-w1-latency-input,101
1784301851189,bench-w1-latency-input,101
1784301857963,bench-w1-latency-input,101
1784301864751,bench-w1-latency-input,101
1784301871494,bench-w1-latency-input,101
1784301878248,bench-w1-latency-input,100
1784301885078,bench-w1-latency-input,100
1784301891809,bench-w1-latency-input,100
1784301898570,bench-w1-latency-input,101
1784301905355,bench-w1-latency-input,201
1784301912098,bench-w1-latency-input,100
1784301918856,bench-w1-latency-input,101
1784301925570,bench-w1-latency-input,101
1784301932313,bench-w1-latency-input,101
1784301938996,bench-w1-latency-input,101
1784301945734,bench-w1-latency-input,101
1784301952513,bench-w1-latency-input,101
1784301959205,bench-w1-latency-input,101
1784301965934,bench-w1-latency-input,101
1784301972722,bench-w1-latency-input,101
1784301979410,bench-w1-latency-input,100
1784301986158,bench-w1-latency-input,101
1784301992934,bench-w1-latency-input,101
1784301999696,bench-w1-latency-input,101
1784302006462,bench-w1-latency-input,101
1784302013206,bench-w1-latency-input,202
1784302020008,bench-w1-latency-input,101
1784302026717,bench-w1-latency-input,101
1784302033448,bench-w1-latency-input,101
1784302040218,bench-w1-latency-input,101
