timestamp,container,cpu_perc,mem_usage,net_io,block_io
1784302659.6115284,stream-state-bench-flink-kafka,1.51%,762.8MiB / 31.28GiB,37.3MB / 41.8MB,20.5kB / 94.1MB
1784302676.6399121,flink_w1-flink-identity-1,1.05%,405.9MiB / 31.28GiB,7.91MB / 30.1MB,50.1MB / 31.2MB
1784302676.6399121,stream-state-bench-flink-kafka,1.44%,764.4MiB / 31.28GiB,37.7MB / 42.3MB,20.5kB / 95MB
1784302693.6688423,flink_w1-flink-identity-1,1.04%,405.7MiB / 31.28GiB,7.98MB / 30.4MB,50.1MB / 31.3MB
1784302693.6688423,stream-state-bench-flink-kafka,117.33%,819.4MiB / 31.28GiB,38.1MB / 42.7MB,20.5kB / 95.9MB
1784302710.6958778,flink_w1-flink-identity-1,1.21%,405.7MiB / 31.28GiB,8.07MB / 30.7MB,50.1MB / 31.4MB
1784302710.6958778,stream-state-bench-flink-kafka,1.51%,763.6MiB / 31.28GiB,38.4MB / 43.1MB,20.5kB / 96.8MB
1784302727.1352112,flink_w1-flink-identity-1,5.02%,405.8MiB / 31.28GiB,8.15MB / 31MB,50.1MB / 31.5MB
1784302727.1352112,stream-state-bench-flink-kafka,29.51%,767.4MiB / 31.28GiB,38.8MB / 43.5MB,20.5kB / 97.7MB
1784302744.1611128,flink_w1-flink-identity-1,3.41%,405.8MiB / 31.28GiB,8.22MB / 31.2MB,50.1MB / 31.6MB
1784302744.1611128,stream-state-bench-flink-kafka,3.89%,764MiB / 31.28GiB,39.2MB / 43.9MB,20.5kB / 98.8MB
1784302761.1891851,flink_w1-flink-identity-1,0.87%,405.8MiB / 31.28GiB,8.24MB / 31.3MB,50.1MB / 31.7MB
1784302761.1891851,stream-state-bench-flink-kafka,1.24%,764MiB / 31.28GiB,39.2MB / 44MB,20.5kB / 99.1MB
1784302778.223954,flink_w1-flink-identity-1,1.48%,405.8MiB / 31.28GiB,8.25MB / 31.3MB,50.1MB / 31.8MB
1784302778.223954,stream-state-bench-flink-kafka,1.08%,764.2MiB / 31.28GiB,39.2MB / 44MB,20.5kB / 99.6MB
1784302794.544761,flink_w1-flink-identity-1,1.06%,405.8MiB / 31.28GiB,8.26MB / 31.3MB,50.1MB / 31.9MB
1784302794.544761,stream-state-bench-flink-kafka,1.23%,765.5MiB / 31.28GiB,39.3MB / 44MB,20.5kB / 99.9MB
1784302811.5729358,flink_w1-flink-identity-1,0.99%,405.8MiB / 31.28GiB,8.28MB / 31.3MB,50.1MB / 31.9MB
1784302811.5729358,stream-state-bench-flink-kafka,3.05%,768.4MiB / 31.28GiB,39.3MB / 44MB,20.5kB / 100MB
1784302828.59989,flink_w1-flink-identity-1,0.90%,405.8MiB / 31.28GiB,8.29MB / 31.3MB,50.1MB / 32MB
1784302828.59989,stream-state-bench-flink-kafka,1.39%,772.4MiB / 31.28GiB,39.3MB / 44MB,20.5kB / 101MB
1784302845.628783,flink_w1-flink-identity-1,0.93%,405.9MiB / 31.28GiB,8.31MB / 31.4MB,50.1MB / 32.1MB
1784302845.628783,stream-state-bench-flink-kafka,1.25%,776.8MiB / 31.28GiB,39.3MB / 44.1MB,20.5kB / 101MB
1784302861.9950285,flink_w1-flink-identity-1,13.64%,405.9MiB / 31.28GiB,8.32MB / 31.4MB,50.1MB / 32.2MB
1784302861.9950285,stream-state-bench-flink-kafka,12.57%,783.1MiB / 31.28GiB,39.4MB / 44.1MB,20.5kB / 102MB
1784302879.025413,flink_w1-flink-identity-1,1.01%,405.9MiB / 31.28GiB,8.33MB / 31.4MB,50.1MB / 32.3MB
1784302879.025413,stream-state-bench-flink-kafka,1.91%,786.8MiB / 31.28GiB,39.4MB / 44.1MB,20.5kB / 102MB
1784302896.0515964,flink_w1-flink-identity-1,1.02%,405.9MiB / 31.28GiB,8.35MB / 31.4MB,50.1MB / 32.4MB
1784302896.0515964,stream-state-bench-flink-kafka,1.16%,790.6MiB / 31.28GiB,39.4MB / 44.1MB,20.5kB / 102MB
1784302913.0776758,flink_w1-flink-identity-1,0.97%,405.9MiB / 31.28GiB,8.36MB / 31.5MB,50.1MB / 32.5MB
1784302913.0776758,stream-state-bench-flink-kafka,1.41%,795.5MiB / 31.28GiB,39.4MB / 44.1MB,20.5kB / 103MB
1784302930.1063745,flink_w1-flink-identity-1,1.06%,406MiB / 31.28GiB,8.38MB / 31.5MB,50.1MB / 32.6MB
1784302930.1063745,stream-state-bench-flink-kafka,1.02%,799.6MiB / 31.28GiB,39.5MB / 44.2MB,20.5kB / 103MB
1784303010.8363426,flink_w1-flink-identity-1,16.56%,318.8MiB / 31.28GiB,54.8kB / 94kB,0B / 21.6MB
1784303010.8363426,stream-state-bench-flink-kafka,162.25%,335.5MiB / 31.28GiB,124kB / 129kB,0B / 3.06MB
1784303027.8625178,flink_w1-flink-identity-1,7.69%,321MiB / 31.28GiB,125kB / 248kB,0B / 21.6MB
1784303027.8625178,stream-state-bench-flink-kafka,14.77%,344.2MiB / 31.28GiB,370kB / 422kB,0B / 3.7MB
1784303044.8892393,flink_w1-flink-identity-1,14.24%,324.1MiB / 31.28GiB,200kB / 413kB,0B / 21.7MB
1784303044.8892393,stream-state-bench-flink-kafka,5.75%,346.4MiB / 31.28GiB,606kB / 700kB,0B / 4.43MB
1784303061.245382,flink_w1-flink-identity-1,3.05%,337.8MiB / 31.28GiB,276kB / 586kB,0B / 21.8MB
1784303061.245382,stream-state-bench-flink-kafka,3.39%,340.8MiB / 31.28GiB,835kB / 979kB,0B / 5.07MB
1784303078.270955,flink_w1-flink-identity-1,4.59%,345.5MiB / 31.28GiB,351kB / 754kB,0B / 21.9MB
1784303078.270955,stream-state-bench-flink-kafka,223.18%,455.9MiB / 31.28GiB,1.06MB / 1.24MB,0B / 5.69MB
1784303094.2989166,flink_w1-flink-identity-1,5.46%,345.9MiB / 31.28GiB,422kB / 909kB,0B / 21.9MB
1784303094.2989166,stream-state-bench-flink-kafka,2.65%,343.5MiB / 31.28GiB,1.29MB / 1.51MB,0B / 6.33MB
1784303111.3274052,flink_w1-flink-identity-1,29.81%,347.4MiB / 31.28GiB,499kB / 1.08MB,0B / 22MB
1784303111.3274052,stream-state-bench-flink-kafka,218.70%,419.6MiB / 31.28GiB,1.52MB / 1.78MB,0B / 6.96MB
1784303127.65987,flink_w1-flink-identity-1,4.22%,343.8MiB / 31.28GiB,573kB / 1.24MB,0B / 22.1MB
1784303127.65987,stream-state-bench-flink-kafka,3.69%,353.6MiB / 31.28GiB,1.76MB / 2.07MB,0B / 7.75MB
1784303144.6912863,flink_w1-flink-identity-1,2.22%,357.7MiB / 31.28GiB,652kB / 1.41MB,0B / 22.2MB
1784303144.6912863,stream-state-bench-flink-kafka,69.34%,402.9MiB / 31.28GiB,1.99MB / 2.34MB,0B / 8.39MB
1784303161.7196472,flink_w1-flink-identity-1,3.37%,358.7MiB / 31.28GiB,730kB / 1.57MB,0B / 22.2MB
1784303161.7196472,stream-state-bench-flink-kafka,4.82%,372.6MiB / 31.28GiB,2.23MB / 2.63MB,0B / 9.04MB
1784303178.7438376,flink_w1-flink-identity-1,2.17%,358.6MiB / 31.28GiB,805kB / 1.73MB,0B / 22.3MB
1784303178.7438376,stream-state-bench-flink-kafka,183.94%,455.1MiB / 31.28GiB,2.46MB / 2.91MB,0B / 9.82MB
1784303195.0322413,flink_w1-flink-identity-1,2.19%,360.9MiB / 31.28GiB,880kB / 1.9MB,0B / 22.4MB
1784303195.0322413,stream-state-bench-flink-kafka,2.40%,395MiB / 31.28GiB,2.71MB / 3.21MB,0B / 10.5MB
1784303212.0593023,flink_w1-flink-identity-1,2.20%,361MiB / 31.28GiB,958kB / 2.08MB,0B / 22.5MB
1784303212.0593023,stream-state-bench-flink-kafka,34.00%,420.8MiB / 31.28GiB,2.95MB / 3.49MB,0B / 11.1MB
1784303229.0876231,flink_w1-flink-identity-1,3.13%,361.1MiB / 31.28GiB,1.04MB / 2.25MB,0B / 22.5MB
1784303229.0876231,stream-state-bench-flink-kafka,5.46%,403.6MiB / 31.28GiB,3.2MB / 3.79MB,0B / 11.8MB
1784303246.1115692,flink_w1-flink-identity-1,2.13%,361.3MiB / 31.28GiB,1.11MB / 2.41MB,0B / 22.6MB
1784303246.1115692,stream-state-bench-flink-kafka,192.73%,405.8MiB / 31.28GiB,3.45MB / 4.09MB,0B / 12.7MB
1784303262.4610445,flink_w1-flink-identity-1,2.09%,363.2MiB / 31.28GiB,1.19MB / 2.58MB,0B / 22.7MB
1784303262.4610445,stream-state-bench-flink-kafka,3.63%,408.2MiB / 31.28GiB,3.68MB / 4.37MB,0B / 13.5MB
1784303279.4902198,flink_w1-flink-identity-1,2.16%,363.6MiB / 31.28GiB,1.26MB / 2.74MB,0B / 22.8MB
1784303279.4902198,stream-state-bench-flink-kafka,284.26%,512.5MiB / 31.28GiB,3.93MB / 4.66MB,0B / 14.2MB
1784303296.5198812,flink_w1-flink-identity-1,1.70%,363.8MiB / 31.28GiB,1.35MB / 2.92MB,4.1kB / 22.8MB
1784303296.5198812,stream-state-bench-flink-kafka,2.73%,411.3MiB / 31.28GiB,4.16MB / 4.92MB,0B / 14.9MB
1784303313.550661,flink_w1-flink-identity-1,1.57%,368.2MiB / 31.28GiB,1.43MB / 3.09MB,4.1kB / 22.9MB
1784303313.550661,stream-state-bench-flink-kafka,51.63%,454MiB / 31.28GiB,4.4MB / 5.21MB,0B / 15.8MB
1784303330.5799146,flink_w1-flink-identity-1,1.92%,369.5MiB / 31.28GiB,1.5MB / 3.25MB,4.1kB / 23MB
1784303330.5799146,stream-state-bench-flink-kafka,2.39%,421MiB / 31.28GiB,4.63MB / 5.49MB,0B / 16.6MB
1784303347.6296732,flink_w1-flink-identity-1,1.41%,379.4MiB / 31.28GiB,1.58MB / 3.42MB,4.1kB / 23.1MB
1784303347.6296732,stream-state-bench-flink-kafka,173.86%,487.6MiB / 31.28GiB,4.87MB / 5.78MB,0B / 17.2MB
1784303364.6580224,flink_w1-flink-identity-1,1.52%,388.6MiB / 31.28GiB,1.65MB / 3.57MB,4.1kB / 23.1MB
1784303364.6580224,stream-state-bench-flink-kafka,2.03%,420.3MiB / 31.28GiB,5.11MB / 6.08MB,0B / 18MB
1784303381.6825294,flink_w1-flink-identity-1,4.34%,402.6MiB / 31.28GiB,1.74MB / 3.74MB,4.1kB / 23.2MB
1784303381.6825294,stream-state-bench-flink-kafka,254.71%,508.5MiB / 31.28GiB,5.34MB / 6.34MB,0B / 18.7MB
1784303398.7122643,flink_w1-flink-identity-1,1.52%,413.2MiB / 31.28GiB,1.81MB / 3.9MB,4.1kB / 23.3MB
1784303398.7122643,stream-state-bench-flink-kafka,2.18%,420MiB / 31.28GiB,5.6MB / 6.65MB,0B / 19.5MB
1784303415.0386038,flink_w1-flink-identity-1,1.79%,423.7MiB / 31.28GiB,1.89MB / 4.08MB,4.1kB / 23.4MB
1784303415.0386038,stream-state-bench-flink-kafka,153.39%,425.3MiB / 31.28GiB,5.83MB / 6.93MB,0B / 20.1MB
1784303432.0636086,flink_w1-flink-identity-1,1.57%,433.7MiB / 31.28GiB,1.97MB / 4.25MB,4.1kB / 23.4MB
1784303432.0636086,stream-state-bench-flink-kafka,5.50%,433.8MiB / 31.28GiB,6.06MB / 7.2MB,0B / 20.8MB
1784303449.087367,flink_w1-flink-identity-1,1.67%,443.9MiB / 31.28GiB,2.05MB / 4.42MB,4.1kB / 23.5MB
1784303449.087367,stream-state-bench-flink-kafka,270.10%,532.5MiB / 31.28GiB,6.31MB / 7.5MB,0B / 21.5MB
1784303466.1152909,flink_w1-flink-identity-1,1.70%,450.2MiB / 31.28GiB,2.12MB / 4.58MB,4.1kB / 23.6MB
1784303466.1152909,stream-state-bench-flink-kafka,2.22%,450.8MiB / 31.28GiB,6.57MB / 7.81MB,0B / 22.2MB
1784303482.467996,flink_w1-flink-identity-1,3.69%,460.2MiB / 31.28GiB,2.2MB / 4.75MB,4.1kB / 23.7MB
1784303482.467996,stream-state-bench-flink-kafka,153.84%,558.1MiB / 31.28GiB,6.8MB / 8.08MB,0B / 22.8MB
1784303499.4948092,flink_w1-flink-identity-1,1.51%,469.7MiB / 31.28GiB,2.27MB / 4.91MB,4.1kB / 23.8MB
1784303499.4948092,stream-state-bench-flink-kafka,1.91%,467.2MiB / 31.28GiB,7.04MB / 8.36MB,0B / 23.7MB
1784303515.522805,flink_w1-flink-identity-1,8.24%,481.9MiB / 31.28GiB,2.35MB / 5.09MB,4.1kB / 23.8MB
1784303515.522805,stream-state-bench-flink-kafka,242.56%,556.5MiB / 31.28GiB,7.27MB / 8.64MB,0B / 24.4MB
1784303532.5507295,flink_w1-flink-identity-1,9.08%,492MiB / 31.28GiB,2.43MB / 5.26MB,4.1kB / 23.9MB
1784303532.5507295,stream-state-bench-flink-kafka,2.44%,483.9MiB / 31.28GiB,7.51MB / 8.92MB,0B / 25.2MB
1784303548.846904,flink_w1-flink-identity-1,1.27%,501.6MiB / 31.28GiB,2.51MB / 5.42MB,4.1kB / 24MB
1784303548.846904,stream-state-bench-flink-kafka,147.26%,556.2MiB / 31.28GiB,7.75MB / 9.21MB,0B / 25.9MB
1784303565.8808603,flink_w1-flink-identity-1,1.44%,511.8MiB / 31.28GiB,2.59MB / 5.59MB,4.1kB / 24.1MB
1784303565.8808603,stream-state-bench-flink-kafka,19.12%,515.1MiB / 31.28GiB,7.98MB / 9.48MB,0B / 26.6MB
1784303582.91041,flink_w1-flink-identity-1,1.43%,522.8MiB / 31.28GiB,2.66MB / 5.75MB,4.1kB / 24.1MB
1784303582.91041,stream-state-bench-flink-kafka,2.33%,509.8MiB / 31.28GiB,8.22MB / 9.77MB,0B / 27.5MB
1784303599.9381213,flink_w1-flink-identity-1,1.30%,528.4MiB / 31.28GiB,2.74MB / 5.91MB,4.1kB / 24.2MB
1784303599.9381213,stream-state-bench-flink-kafka,1.76%,518MiB / 31.28GiB,8.45MB / 10MB,0B / 28.2MB
1784303616.2576156,flink_w1-flink-identity-1,1.31%,530MiB / 31.28GiB,2.82MB / 6.08MB,4.1kB / 24.3MB
1784303616.2576156,stream-state-bench-flink-kafka,93.82%,576.5MiB / 31.28GiB,8.7MB / 10.3MB,0B / 28.8MB
1784303633.2858887,flink_w1-flink-identity-1,1.32%,530.1MiB / 31.28GiB,2.89MB / 6.24MB,4.1kB / 24.4MB
1784303633.2858887,stream-state-bench-flink-kafka,1.68%,533.9MiB / 31.28GiB,8.92MB / 10.6MB,0B / 29.6MB
1784303650.3141823,flink_w1-flink-identity-1,1.59%,530.5MiB / 31.28GiB,2.97MB / 6.41MB,4.1kB / 24.4MB
1784303650.3141823,stream-state-bench-flink-kafka,2.12%,555MiB / 31.28GiB,9.16MB / 10.9MB,0B / 30.3MB
1784303667.3421752,flink_w1-flink-identity-1,1.34%,533.6MiB / 31.28GiB,3.05MB / 6.58MB,4.1kB / 24.5MB
1784303667.3421752,stream-state-bench-flink-kafka,2.11%,551.6MiB / 31.28GiB,9.41MB / 11.2MB,0B / 30.9MB
1784303684.3690717,flink_w1-flink-identity-1,9.37%,533MiB / 31.28GiB,3.13MB / 6.75MB,4.1kB / 24.6MB
1784303684.3690717,stream-state-bench-flink-kafka,33.90%,572.4MiB / 31.28GiB,9.65MB / 11.5MB,0B / 31.6MB
1784303701.3974228,flink_w1-flink-identity-1,1.70%,533MiB / 31.28GiB,3.21MB / 6.91MB,4.1kB / 24.7MB
1784303701.3974228,stream-state-bench-flink-kafka,1.66%,569.6MiB / 31.28GiB,9.88MB / 11.7MB,0B / 32.4MB
1784303718.4257514,flink_w1-flink-identity-1,1.31%,554.9MiB / 31.28GiB,3.28MB / 7.08MB,4.1kB / 24.7MB
1784303718.4257514,stream-state-bench-flink-kafka,79.56%,620.2MiB / 31.28GiB,10.1MB / 12MB,0B / 33MB
1784303735.4522288,flink_w1-flink-identity-1,1.23%,545.6MiB / 31.28GiB,3.36MB / 7.25MB,4.1kB / 24.8MB
1784303735.4522288,stream-state-bench-flink-kafka,1.84%,585.1MiB / 31.28GiB,10.4MB / 12.4MB,0B / 33.8MB
1784303752.4795427,flink_w1-flink-identity-1,1.25%,545.7MiB / 31.28GiB,3.44MB / 7.41MB,4.1kB / 24.9MB
1784303752.4795427,stream-state-bench-flink-kafka,167.90%,659.7MiB / 31.28GiB,10.6MB / 12.6MB,0B / 34.4MB
1784303768.8541656,flink_w1-flink-identity-1,1.17%,545.9MiB / 31.28GiB,3.52MB / 7.59MB,4.1kB / 25MB
1784303768.8541656,stream-state-bench-flink-kafka,1.74%,601.5MiB / 31.28GiB,10.9MB / 12.9MB,0B / 34.9MB
1784303785.8813045,flink_w1-flink-identity-1,1.65%,545.9MiB / 31.28GiB,3.59MB / 7.75MB,4.1kB / 25.1MB
1784303785.8813045,stream-state-bench-flink-kafka,292.26%,722MiB / 31.28GiB,11.1MB / 13.2MB,0B / 35.5MB
1784303802.9101198,flink_w1-flink-identity-1,26.68%,552MiB / 31.28GiB,3.67MB / 7.92MB,4.1kB / 25.1MB
1784303802.9101198,stream-state-bench-flink-kafka,1.91%,617.8MiB / 31.28GiB,11.3MB / 13.5MB,0B / 36.2MB
1784303819.9381375,flink_w1-flink-identity-1,1.21%,546.9MiB / 31.28GiB,3.74MB / 8.07MB,4.1kB / 25.2MB
1784303819.9381375,stream-state-bench-flink-kafka,141.45%,625.7MiB / 31.28GiB,11.6MB / 13.8MB,0B / 36.5MB
1784303836.2812667,flink_w1-flink-identity-1,1.39%,546.9MiB / 31.28GiB,3.82MB / 8.25MB,4.1kB / 25.3MB
1784303836.2812667,stream-state-bench-flink-kafka,2.47%,634.2MiB / 31.28GiB,11.8MB / 14.1MB,0B / 37.6MB
1784303853.3106432,flink_w1-flink-identity-1,1.20%,547MiB / 31.28GiB,3.9MB / 8.42MB,4.1kB / 25.4MB
1784303853.3106432,stream-state-bench-flink-kafka,69.85%,680.1MiB / 31.28GiB,12MB / 14.3MB,0B / 38.3MB
1784303870.3426726,flink_w1-flink-identity-1,1.43%,547.4MiB / 31.28GiB,3.98MB / 8.59MB,4.1kB / 25.4MB
1784303870.3426726,stream-state-bench-flink-kafka,1.76%,650.3MiB / 31.28GiB,12.3MB / 14.6MB,0B / 39.1MB
1784303887.3697755,flink_w1-flink-identity-1,1.16%,550.4MiB / 31.28GiB,4.05MB / 8.74MB,4.1kB / 25.5MB
1784303887.3697755,stream-state-bench-flink-kafka,160.06%,658.7MiB / 31.28GiB,12.5MB / 14.9MB,0B / 39.8MB
1784303903.6319745,flink_w1-flink-identity-1,1.29%,550.4MiB / 31.28GiB,4.13MB / 8.92MB,4.1kB / 25.6MB
1784303903.6319745,stream-state-bench-flink-kafka,1.89%,665.7MiB / 31.28GiB,12.8MB / 15.2MB,0B / 40.6MB
1784303920.6599493,flink_w1-flink-identity-1,1.24%,550.4MiB / 31.28GiB,4.21MB / 9.09MB,4.1kB / 25.7MB
1784303920.6599493,stream-state-bench-flink-kafka,44.08%,704.4MiB / 31.28GiB,13MB / 15.5MB,0B / 41.2MB
1784303937.6856854,flink_w1-flink-identity-1,1.09%,550.4MiB / 31.28GiB,4.29MB / 9.25MB,4.1kB / 25.7MB
1784303937.6856854,stream-state-bench-flink-kafka,1.87%,682.1MiB / 31.28GiB,13.3MB / 15.8MB,0B / 41.9MB
1784303954.7150574,flink_w1-flink-identity-1,1.31%,550.4MiB / 31.28GiB,4.37MB / 9.43MB,4.1kB / 25.8MB
1784303954.7150574,stream-state-bench-flink-kafka,187.00%,762.6MiB / 31.28GiB,13.5MB / 16MB,0B / 42.5MB
1784303971.7416651,flink_w1-flink-identity-1,1.24%,550.4MiB / 31.28GiB,4.44MB / 9.59MB,4.1kB / 25.9MB
1784303971.7416651,stream-state-bench-flink-kafka,3.25%,718.4MiB / 31.28GiB,13.8MB / 16.4MB,0B / 43.4MB
1784303988.7878451,flink_w1-flink-identity-1,1.09%,550.4MiB / 31.28GiB,4.52MB / 9.76MB,4.1kB / 26MB
1784303988.7878451,stream-state-bench-flink-kafka,254.14%,799.6MiB / 31.28GiB,14MB / 16.6MB,0B / 44MB
1784304004.8160434,flink_w1-flink-identity-1,1.25%,550.4MiB / 31.28GiB,4.6MB / 9.92MB,4.1kB / 26MB
1784304004.8160434,stream-state-bench-flink-kafka,11.27%,724MiB / 31.28GiB,14.2MB / 16.9MB,12.3kB / 44.7MB
1784304021.8428628,flink_w1-flink-identity-1,1.18%,550.4MiB / 31.28GiB,4.68MB / 10.1MB,4.1kB / 26.1MB
1784304021.8428628,stream-state-bench-flink-kafka,26.05%,722.2MiB / 31.28GiB,14.4MB / 17.2MB,12.3kB / 45.4MB
1784304038.8715792,flink_w1-flink-identity-1,1.16%,550.4MiB / 31.28GiB,4.76MB / 10.2MB,4.1kB / 26.2MB
1784304038.8715792,stream-state-bench-flink-kafka,1.76%,718.8MiB / 31.28GiB,14.7MB / 17.5MB,12.3kB / 46.2MB
1784304055.9221375,flink_w1-flink-identity-1,1.54%,550.9MiB / 31.28GiB,4.84MB / 10.4MB,4.1kB / 26.3MB
1784304055.9221375,stream-state-bench-flink-kafka,116.04%,774.5MiB / 31.28GiB,14.9MB / 17.8MB,12.3kB / 46.9MB
1784304072.949733,flink_w1-flink-identity-1,1.64%,550.4MiB / 31.28GiB,4.93MB / 10.6MB,4.1kB / 26.3MB
1784304072.949733,stream-state-bench-flink-kafka,1.84%,718.9MiB / 31.28GiB,15.2MB / 18.1MB,12.3kB / 47.6MB
1784304089.9777997,flink_w1-flink-identity-1,2.66%,550.4MiB / 31.28GiB,5.01MB / 10.8MB,4.1kB / 26.4MB
1784304089.9777997,stream-state-bench-flink-kafka,250.18%,801.7MiB / 31.28GiB,15.4MB / 18.4MB,12.3kB / 48.5MB
1784304107.0074697,flink_w1-flink-identity-1,1.13%,550.4MiB / 31.28GiB,5.09MB / 10.9MB,4.1kB / 26.5MB
1784304107.0074697,stream-state-bench-flink-kafka,1.90%,720.3MiB / 31.28GiB,15.7MB / 18.7MB,12.3kB / 49.2MB
1784304123.3178997,flink_w1-flink-identity-1,1.25%,550.4MiB / 31.28GiB,5.17MB / 11.1MB,4.1kB / 26.6MB
1784304123.3178997,stream-state-bench-flink-kafka,217.83%,835.2MiB / 31.28GiB,15.9MB / 19MB,12.3kB / 49.9MB
1784304140.3447647,flink_w1-flink-identity-1,1.19%,550.4MiB / 31.28GiB,5.25MB / 11.3MB,4.1kB / 26.6MB
1784304140.3447647,stream-state-bench-flink-kafka,1.99%,719.6MiB / 31.28GiB,16.2MB / 19.2MB,12.3kB / 50.8MB
1784304157.3732395,flink_w1-flink-identity-1,3.18%,550.8MiB / 31.28GiB,5.33MB / 11.4MB,4.1kB / 26.7MB
1784304157.3732395,stream-state-bench-flink-kafka,206.21%,797.5MiB / 31.28GiB,16.4MB / 19.5MB,12.3kB / 51.4MB
1784304174.3978188,flink_w1-flink-identity-1,1.04%,550.8MiB / 31.28GiB,5.4MB / 11.6MB,4.1kB / 26.8MB
1784304174.3978188,stream-state-bench-flink-kafka,1.57%,720.1MiB / 31.28GiB,16.7MB / 19.9MB,12.3kB / 52.1MB
1784304190.6870618,flink_w1-flink-identity-1,1.32%,550.8MiB / 31.28GiB,5.49MB / 11.8MB,4.1kB / 26.9MB
1784304190.6870618,stream-state-bench-flink-kafka,251.60%,834.2MiB / 31.28GiB,16.9MB / 20.1MB,12.3kB / 52.9MB
1784304207.7147584,flink_w1-flink-identity-1,1.11%,550.8MiB / 31.28GiB,5.56MB / 11.9MB,4.1kB / 26.9MB
1784304207.7147584,stream-state-bench-flink-kafka,1.60%,720.4MiB / 31.28GiB,17.1MB / 20.4MB,12.3kB / 53.6MB
1784304224.7428932,flink_w1-flink-identity-1,1.15%,550.8MiB / 31.28GiB,5.65MB / 12.1MB,4.1kB / 27MB
1784304224.7428932,stream-state-bench-flink-kafka,134.31%,721.1MiB / 31.28GiB,17.4MB / 20.7MB,12.3kB / 54.3MB
1784304241.771814,flink_w1-flink-identity-1,1.19%,552.2MiB / 31.28GiB,5.73MB / 12.3MB,4.1kB / 27.1MB
1784304241.771814,stream-state-bench-flink-kafka,3.42%,721.8MiB / 31.28GiB,17.6MB / 21MB,12.3kB / 54.9MB
1784304258.797851,flink_w1-flink-identity-1,1.18%,552.2MiB / 31.28GiB,5.81MB / 12.4MB,4.1kB / 27.2MB
1784304258.797851,stream-state-bench-flink-kafka,57.72%,721.4MiB / 31.28GiB,17.9MB / 21.3MB,12.3kB / 55.7MB
1784304274.8244348,flink_w1-flink-identity-1,1.64%,552.3MiB / 31.28GiB,5.89MB / 12.6MB,4.1kB / 27.3MB
1784304274.8244348,stream-state-bench-flink-kafka,1.48%,720.8MiB / 31.28GiB,18.1MB / 21.6MB,12.3kB / 56.4MB
1784304291.8521125,flink_w1-flink-identity-1,1.20%,552.3MiB / 31.28GiB,5.98MB / 12.8MB,4.1kB / 27.3MB
1784304291.8521125,stream-state-bench-flink-kafka,150.43%,789.9MiB / 31.28GiB,18.4MB / 21.9MB,12.3kB / 57.1MB
1784304308.879186,flink_w1-flink-identity-1,1.08%,552.3MiB / 31.28GiB,6.05MB / 12.9MB,4.1kB / 27.4MB
1784304308.879186,stream-state-bench-flink-kafka,1.66%,721.4MiB / 31.28GiB,18.6MB / 22.2MB,12.3kB / 58MB
1784304325.9079885,flink_w1-flink-identity-1,1.24%,552.4MiB / 31.28GiB,6.14MB / 13.1MB,4.1kB / 27.5MB
1784304325.9079885,stream-state-bench-flink-kafka,223.03%,800.5MiB / 31.28GiB,18.8MB / 22.5MB,12.3kB / 58.6MB
1784304342.983408,flink_w1-flink-identity-1,1.79%,552.5MiB / 31.28GiB,6.22MB / 13.3MB,4.1kB / 27.6MB
1784304342.983408,stream-state-bench-flink-kafka,1.70%,721.5MiB / 31.28GiB,19.1MB / 22.8MB,12.3kB / 59.4MB
1784304360.006798,flink_w1-flink-identity-1,2.82%,552.5MiB / 31.28GiB,6.3MB / 13.5MB,4.1kB / 27.6MB
1784304360.006798,stream-state-bench-flink-kafka,300.49%,818.4MiB / 31.28GiB,19.4MB / 23.1MB,12.3kB / 60.1MB
1784304377.0366037,flink_w1-flink-identity-1,1.22%,552.5MiB / 31.28GiB,6.38MB / 13.6MB,4.1kB / 27.7MB
1784304377.0366037,stream-state-bench-flink-kafka,1.70%,721.6MiB / 31.28GiB,19.6MB / 23.4MB,12.3kB / 61MB
1784304394.061962,flink_w1-flink-identity-1,1.12%,552.5MiB / 31.28GiB,6.46MB / 13.8MB,4.1kB / 27.8MB
1784304394.061962,stream-state-bench-flink-kafka,220.44%,821.4MiB / 31.28GiB,19.8MB / 23.7MB,12.3kB / 61.6MB
1784304410.391316,flink_w1-flink-identity-1,1.12%,552.5MiB / 31.28GiB,6.54MB / 14MB,4.1kB / 27.9MB
1784304410.391316,stream-state-bench-flink-kafka,1.73%,722.4MiB / 31.28GiB,20.1MB / 24MB,12.3kB / 62.4MB
1784304427.4151986,flink_w1-flink-identity-1,1.15%,552.6MiB / 31.28GiB,6.62MB / 14.2MB,4.1kB / 27.9MB
1784304427.4151986,stream-state-bench-flink-kafka,284.07%,815.5MiB / 31.28GiB,20.3MB / 24.2MB,12.3kB / 63.2MB
1784304444.4438586,flink_w1-flink-identity-1,3.72%,553.4MiB / 31.28GiB,6.7MB / 14.3MB,4.1kB / 28MB
1784304444.4438586,stream-state-bench-flink-kafka,1.59%,721.8MiB / 31.28GiB,20.6MB / 24.6MB,12.3kB / 63.8MB
1784304461.4711924,flink_w1-flink-identity-1,1.26%,552.9MiB / 31.28GiB,6.79MB / 14.5MB,4.1kB / 28.1MB
1784304461.4711924,stream-state-bench-flink-kafka,257.83%,836.4MiB / 31.28GiB,20.8MB / 24.8MB,12.3kB / 64.5MB
