timestamp,container,cpu_perc,mem_usage,net_io,block_io
1784304477.7631378,flink_w1-flink-identity-1,4.03%,553MiB / 31.28GiB,6.86MB / 14.7MB,4.1kB / 28.2MB
1784304477.7631378,stream-state-bench-flink-kafka,1.59%,722MiB / 31.28GiB,21.1MB / 25.1MB,12.3kB / 65.3MB
1784304494.789537,flink_w1-flink-identity-1,1.33%,553.3MiB / 31.28GiB,6.94MB / 14.8MB,4.1kB / 28.2MB
1784304494.789537,stream-state-bench-flink-kafka,287.02%,812.9MiB / 31.28GiB,21.3MB / 25.4MB,12.3kB / 65.9MB
1784304511.817683,flink_w1-flink-identity-1,1.24%,553.1MiB / 31.28GiB,7.02MB / 15MB,4.1kB / 28.3MB
1784304511.817683,stream-state-bench-flink-kafka,1.81%,722.1MiB / 31.28GiB,21.5MB / 25.7MB,12.3kB / 66.6MB
1784304528.8403273,flink_w1-flink-identity-1,1.14%,553.1MiB / 31.28GiB,7.11MB / 15.2MB,4.1kB / 28.4MB
1784304528.8403273,stream-state-bench-flink-kafka,180.40%,764.4MiB / 31.28GiB,21.8MB / 26MB,12.3kB / 67.3MB
1784304545.8695824,flink_w1-flink-identity-1,1.24%,553.1MiB / 31.28GiB,7.19MB / 15.3MB,4.1kB / 28.5MB
1784304545.8695824,stream-state-bench-flink-kafka,7.34%,730MiB / 31.28GiB,22MB / 26.3MB,12.3kB / 68.1MB
1784304562.9237597,flink_w1-flink-identity-1,1.21%,553.1MiB / 31.28GiB,7.27MB / 15.5MB,4.1kB / 28.5MB
1784304562.9237597,stream-state-bench-flink-kafka,1.89%,722.6MiB / 31.28GiB,22.3MB / 26.6MB,12.3kB / 68.8MB
1784304579.9511352,flink_w1-flink-identity-1,1.19%,553.1MiB / 31.28GiB,7.35MB / 15.7MB,4.1kB / 28.6MB
1784304579.9511352,stream-state-bench-flink-kafka,6.28%,724.5MiB / 31.28GiB,22.6MB / 26.9MB,12.3kB / 69.5MB
1784304596.97898,flink_w1-flink-identity-1,21.70%,561.9MiB / 31.28GiB,7.43MB / 15.9MB,4.1kB / 28.7MB
1784304596.97898,stream-state-bench-flink-kafka,3.70%,722.7MiB / 31.28GiB,22.8MB / 27.2MB,12.3kB / 70.4MB
1784304614.0041628,flink_w1-flink-identity-1,0.98%,561.5MiB / 31.28GiB,7.52MB / 16MB,4.1kB / 28.8MB
1784304614.0041628,stream-state-bench-flink-kafka,4.15%,724MiB / 31.28GiB,23.1MB / 27.5MB,12.3kB / 71.1MB
1784304630.319799,flink_w1-flink-identity-1,1.09%,561.6MiB / 31.28GiB,7.59MB / 16.2MB,4.1kB / 28.8MB
1784304630.319799,stream-state-bench-flink-kafka,1.49%,723.1MiB / 31.28GiB,23.3MB / 27.8MB,12.3kB / 71.8MB
1784304647.3449442,flink_w1-flink-identity-1,1.17%,561.6MiB / 31.28GiB,7.67MB / 16.4MB,4.1kB / 28.9MB
1784304647.3449442,stream-state-bench-flink-kafka,14.33%,728.6MiB / 31.28GiB,23.5MB / 28.1MB,12.3kB / 72.7MB
1784304664.3719442,flink_w1-flink-identity-1,1.08%,561.6MiB / 31.28GiB,7.75MB / 16.5MB,4.1kB / 29MB
1784304664.3719442,stream-state-bench-flink-kafka,1.57%,723.4MiB / 31.28GiB,23.8MB / 28.4MB,12.3kB / 73.4MB
1784304681.3990147,flink_w1-flink-identity-1,1.08%,561.6MiB / 31.28GiB,7.83MB / 16.7MB,4.1kB / 29.1MB
1784304681.3990147,stream-state-bench-flink-kafka,35.86%,749.9MiB / 31.28GiB,24MB / 28.7MB,12.3kB / 74MB
1784304697.7262838,flink_w1-flink-identity-1,1.23%,561.6MiB / 31.28GiB,7.91MB / 16.9MB,4.1kB / 29.2MB
1784304697.7262838,stream-state-bench-flink-kafka,1.61%,724.7MiB / 31.28GiB,24.3MB / 29MB,12.3kB / 74.9MB
1784304714.7541404,flink_w1-flink-identity-1,1.08%,561.6MiB / 31.28GiB,7.99MB / 17MB,4.1kB / 29.3MB
1784304714.7541404,stream-state-bench-flink-kafka,1.50%,724MiB / 31.28GiB,24.5MB / 29.3MB,12.3kB / 75.6MB
1784304731.781195,flink_w1-flink-identity-1,3.56%,562MiB / 31.28GiB,8.07MB / 17.2MB,4.1kB / 29.4MB
1784304731.781195,stream-state-bench-flink-kafka,1.69%,725.8MiB / 31.28GiB,24.8MB / 29.6MB,12.3kB / 76.2MB
1784304748.808035,flink_w1-flink-identity-1,1.13%,562MiB / 31.28GiB,8.16MB / 17.4MB,4.1kB / 29.5MB
1784304748.808035,stream-state-bench-flink-kafka,5.13%,733.2MiB / 31.28GiB,25MB / 29.9MB,12.3kB / 76.9MB
1784304765.1007228,flink_w1-flink-identity-1,1.79%,562MiB / 31.28GiB,8.24MB / 17.6MB,4.1kB / 29.6MB
1784304765.1007228,stream-state-bench-flink-kafka,1.53%,738.5MiB / 31.28GiB,25.3MB / 30.2MB,12.3kB / 77.7MB
1784304782.125721,flink_w1-flink-identity-1,1.90%,564.6MiB / 31.28GiB,8.32MB / 17.7MB,4.1kB / 29.7MB
1784304782.125721,stream-state-bench-flink-kafka,2.16%,746.5MiB / 31.28GiB,25.5MB / 30.5MB,12.3kB / 78.4MB
1784304799.1525846,flink_w1-flink-identity-1,7.52%,564.7MiB / 31.28GiB,8.4MB / 17.9MB,4.1kB / 29.8MB
1784304799.1525846,stream-state-bench-flink-kafka,3.76%,754.5MiB / 31.28GiB,25.8MB / 30.8MB,12.3kB / 79MB
1784304816.1796813,flink_w1-flink-identity-1,5.79%,565MiB / 31.28GiB,8.43MB / 18MB,4.1kB / 29.9MB
1784304816.1796813,stream-state-bench-flink-kafka,1.30%,760.5MiB / 31.28GiB,25.8MB / 30.9MB,12.3kB / 79.7MB
1784304833.2076147,flink_w1-flink-identity-1,1.11%,564.8MiB / 31.28GiB,8.45MB / 18MB,4.1kB / 30MB
1784304833.2076147,stream-state-bench-flink-kafka,1.97%,765.4MiB / 31.28GiB,25.9MB / 30.9MB,12.3kB / 80.1MB
1784304850.261321,flink_w1-flink-identity-1,1.10%,564.8MiB / 31.28GiB,8.46MB / 18MB,4.1kB / 30.2MB
1784304850.261321,stream-state-bench-flink-kafka,1.10%,769.1MiB / 31.28GiB,25.9MB / 30.9MB,12.3kB / 80.5MB
1784304867.289373,flink_w1-flink-identity-1,0.99%,564.8MiB / 31.28GiB,8.48MB / 18MB,4.1kB / 30.2MB
1784304867.289373,stream-state-bench-flink-kafka,1.08%,773.9MiB / 31.28GiB,25.9MB / 30.9MB,12.3kB / 80.9MB
1784304884.3157408,flink_w1-flink-identity-1,1.09%,564.9MiB / 31.28GiB,8.49MB / 18.1MB,4.1kB / 30.3MB
1784304884.3157408,stream-state-bench-flink-kafka,303.54%,874.5MiB / 31.28GiB,26MB / 30.9MB,12.3kB / 81.3MB
1784304901.3415842,flink_w1-flink-identity-1,0.99%,564.9MiB / 31.28GiB,8.51MB / 18.1MB,4.1kB / 30.5MB
1784304901.3415842,stream-state-bench-flink-kafka,1.16%,782.6MiB / 31.28GiB,26MB / 31MB,12.3kB / 81.7MB
1784304917.6375394,flink_w1-flink-identity-1,0.93%,564.9MiB / 31.28GiB,8.52MB / 18.1MB,4.1kB / 30.6MB
1784304917.6375394,stream-state-bench-flink-kafka,210.46%,858.6MiB / 31.28GiB,26MB / 31MB,12.3kB / 82.1MB
1784304934.6649227,flink_w1-flink-identity-1,1.08%,564.9MiB / 31.28GiB,8.54MB / 18.1MB,4.1kB / 30.7MB
1784304934.6649227,stream-state-bench-flink-kafka,1.13%,792.1MiB / 31.28GiB,26MB / 31MB,12.3kB / 82.5MB
1784304951.6883268,flink_w1-flink-identity-1,1.00%,564.9MiB / 31.28GiB,8.55MB / 18.2MB,4.1kB / 30.7MB
1784304951.6883268,stream-state-bench-flink-kafka,21.91%,798.4MiB / 31.28GiB,26.1MB / 31MB,12.3kB / 82.9MB
1784304968.716738,flink_w1-flink-identity-1,0.97%,564.9MiB / 31.28GiB,8.57MB / 18.2MB,4.1kB / 30.8MB
1784304968.716738,stream-state-bench-flink-kafka,1.20%,801.4MiB / 31.28GiB,26.1MB / 31MB,12.3kB / 83.4MB
1784304985.0000114,flink_w1-flink-identity-1,1.06%,565MiB / 31.28GiB,8.59MB / 18.2MB,4.1kB / 30.9MB
1784304985.0000114,stream-state-bench-flink-kafka,258.20%,888.6MiB / 31.28GiB,26.1MB / 31.1MB,12.3kB / 83.7MB
1784305002.0336313,flink_w1-flink-identity-1,0.99%,565MiB / 31.28GiB,8.6MB / 18.2MB,4.1kB / 31MB
1784305002.0336313,stream-state-bench-flink-kafka,1.33%,811.1MiB / 31.28GiB,26.2MB / 31.1MB,12.3kB / 84.1MB
1784305019.0630987,flink_w1-flink-identity-1,4.94%,375MiB / 31.28GiB,8.62MB / 18.2MB,4.1kB / 31MB
1784305019.0630987,stream-state-bench-flink-kafka,47.13%,847.2MiB / 31.28GiB,26.2MB / 31.1MB,12.3kB / 84.5MB
1784305051.3454273,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305051.3454273,stream-state-bench-flink-kafka,219.35%,394.7MiB / 31.28GiB,17.7kB / 19.5kB,0B / 1.22MB
1784305067.3677988,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305067.3677988,stream-state-bench-flink-kafka,7.08%,328.4MiB / 31.28GiB,84.6kB / 86.5kB,0B / 1.62MB
1784305083.3912857,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305083.3912857,stream-state-bench-flink-kafka,3.77%,326.9MiB / 31.28GiB,153kB / 156kB,0B / 1.97MB
1784305099.413867,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305099.413867,stream-state-bench-flink-kafka,82.67%,324.2MiB / 31.28GiB,222kB / 225kB,0B / 2.36MB
1784305115.4385517,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305115.4385517,stream-state-bench-flink-kafka,4.04%,326.2MiB / 31.28GiB,290kB / 293kB,0B / 2.7MB
1784305131.462311,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305131.462311,stream-state-bench-flink-kafka,123.97%,387.3MiB / 31.28GiB,359kB / 362kB,0B / 3.06MB
1784305147.481938,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305147.481938,stream-state-bench-flink-kafka,2.11%,327.7MiB / 31.28GiB,428kB / 431kB,0B / 3.47MB
1784305163.7482734,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305163.7482734,stream-state-bench-flink-kafka,5.94%,336.7MiB / 31.28GiB,500kB / 504kB,0B / 3.87MB
1784305179.7718444,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305179.7718444,stream-state-bench-flink-kafka,67.73%,334.9MiB / 31.28GiB,567kB / 572kB,0B / 4.24MB
1784305195.7933953,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305195.7933953,stream-state-bench-flink-kafka,1.87%,335.1MiB / 31.28GiB,634kB / 641kB,0B / 4.61MB
1784305211.8172812,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305211.8172812,stream-state-bench-flink-kafka,162.56%,404.3MiB / 31.28GiB,697kB / 706kB,0B / 4.96MB
1784305228.1098945,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305228.1098945,stream-state-bench-flink-kafka,3.51%,337.4MiB / 31.28GiB,768kB / 779kB,0B / 5.35MB
1784305244.132575,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305244.132575,stream-state-bench-flink-kafka,1.30%,336.8MiB / 31.28GiB,827kB / 840kB,0B / 5.73MB
1784305260.1570413,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305260.1570413,stream-state-bench-flink-kafka,18.67%,336.8MiB / 31.28GiB,889kB / 903kB,0B / 6.12MB
1784305276.180971,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305276.180971,stream-state-bench-flink-kafka,1.54%,337.4MiB / 31.28GiB,951kB / 967kB,0B / 6.47MB
1784305292.2043672,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305292.2043672,stream-state-bench-flink-kafka,177.37%,407.6MiB / 31.28GiB,1.01MB / 1.03MB,0B / 6.89MB
1784305308.223325,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305308.223325,stream-state-bench-flink-kafka,1.69%,338.8MiB / 31.28GiB,1.07MB / 1.09MB,0B / 7.25MB
1784305324.244729,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305324.244729,stream-state-bench-flink-kafka,1.32%,339.1MiB / 31.28GiB,1.14MB / 1.16MB,0B / 7.6MB
1784305340.5005317,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305340.5005317,stream-state-bench-flink-kafka,35.36%,338.4MiB / 31.28GiB,1.2MB / 1.22MB,0B / 7.86MB
1784305356.5242422,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305356.5242422,stream-state-bench-flink-kafka,1.37%,338.6MiB / 31.28GiB,1.26MB / 1.28MB,0B / 8.19MB
1784305372.553878,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305372.553878,stream-state-bench-flink-kafka,176.71%,409.4MiB / 31.28GiB,1.32MB / 1.35MB,0B / 8.49MB
1784305388.5773332,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305388.5773332,stream-state-bench-flink-kafka,1.46%,346.4MiB / 31.28GiB,1.38MB / 1.41MB,0B / 8.74MB
1784305404.8418756,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305404.8418756,stream-state-bench-flink-kafka,5.26%,350.3MiB / 31.28GiB,1.45MB / 1.48MB,0B / 9.07MB
1784305420.8671885,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305420.8671885,stream-state-bench-flink-kafka,14.45%,353.1MiB / 31.28GiB,1.5MB / 1.54MB,0B / 9.33MB
1784305436.8911092,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305436.8911092,stream-state-bench-flink-kafka,1.84%,356.9MiB / 31.28GiB,1.57MB / 1.6MB,0B / 9.68MB
1784305452.9153583,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305452.9153583,stream-state-bench-flink-kafka,219.92%,438.3MiB / 31.28GiB,1.63MB / 1.66MB,0B / 9.9MB
1784305468.9383316,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305468.9383316,stream-state-bench-flink-kafka,1.21%,366.1MiB / 31.28GiB,1.69MB / 1.73MB,0B / 10.3MB
1784305484.962115,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305484.962115,stream-state-bench-flink-kafka,4.64%,368.8MiB / 31.28GiB,1.75MB / 1.79MB,0B / 10.5MB
1784305500.9826221,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305500.9826221,stream-state-bench-flink-kafka,14.79%,371.7MiB / 31.28GiB,1.81MB / 1.85MB,0B / 10.9MB
1784305517.2369535,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305517.2369535,stream-state-bench-flink-kafka,1.27%,375.4MiB / 31.28GiB,1.87MB / 1.92MB,0B / 11.2MB
1784305533.259733,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305533.259733,stream-state-bench-flink-kafka,263.33%,469.2MiB / 31.28GiB,1.94MB / 1.98MB,0B / 11.7MB
1784305549.2833705,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305549.2833705,stream-state-bench-flink-kafka,1.53%,383.3MiB / 31.28GiB,2MB / 2.04MB,0B / 12MB
1784305565.3069012,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305565.3069012,stream-state-bench-flink-kafka,1.58%,386.6MiB / 31.28GiB,2.06MB / 2.1MB,0B / 12.3MB
1784305581.5720222,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305581.5720222,stream-state-bench-flink-kafka,3.81%,392.5MiB / 31.28GiB,2.12MB / 2.17MB,0B / 12.6MB
1784305597.5970209,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305597.5970209,stream-state-bench-flink-kafka,1.28%,394.7MiB / 31.28GiB,2.18MB / 2.23MB,0B / 13MB
1784305613.6154084,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305613.6154084,stream-state-bench-flink-kafka,258.95%,478.9MiB / 31.28GiB,2.24MB / 2.29MB,0B / 13.3MB
1784305629.6395538,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305629.6395538,stream-state-bench-flink-kafka,2.90%,403.8MiB / 31.28GiB,2.3MB / 2.36MB,0B / 13.7MB
1784305645.663907,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305645.663907,stream-state-bench-flink-kafka,1.76%,403.2MiB / 31.28GiB,2.37MB / 2.42MB,0B / 14.1MB
1784305661.6855898,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305661.6855898,stream-state-bench-flink-kafka,3.46%,403MiB / 31.28GiB,2.43MB / 2.49MB,0B / 14.5MB
1784305677.7061362,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305677.7061362,stream-state-bench-flink-kafka,1.23%,403.7MiB / 31.28GiB,2.49MB / 2.55MB,0B / 14.9MB
1784305693.9636562,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305693.9636562,stream-state-bench-flink-kafka,270.97%,499.4MiB / 31.28GiB,2.55MB / 2.61MB,0B / 15.2MB
1784305709.987626,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305709.987626,stream-state-bench-flink-kafka,1.44%,403.8MiB / 31.28GiB,2.61MB / 2.68MB,0B / 15.6MB
1784305726.011327,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305726.011327,stream-state-bench-flink-kafka,1.80%,403.9MiB / 31.28GiB,2.67MB / 2.74MB,0B / 16MB
1784305742.0304585,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305742.0304585,stream-state-bench-flink-kafka,63.91%,439.7MiB / 31.28GiB,2.73MB / 2.8MB,0B / 16.4MB
1784305758.3055532,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305758.3055532,stream-state-bench-flink-kafka,5.94%,408.5MiB / 31.28GiB,2.8MB / 2.87MB,0B / 16.7MB
1784305774.3292403,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305774.3292403,stream-state-bench-flink-kafka,258.41%,512MiB / 31.28GiB,2.86MB / 2.93MB,0B / 17.1MB
1784305790.3492079,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305790.3492079,stream-state-bench-flink-kafka,1.34%,409.1MiB / 31.28GiB,2.92MB / 2.99MB,0B / 17.5MB
1784305806.3739011,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305806.3739011,stream-state-bench-flink-kafka,1.13%,404.2MiB / 31.28GiB,2.98MB / 3.05MB,0B / 17.8MB
1784305822.4002826,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305822.4002826,stream-state-bench-flink-kafka,1.54%,404.9MiB / 31.28GiB,3.04MB / 3.12MB,0B / 18.2MB
1784305838.4227307,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305838.4227307,stream-state-bench-flink-kafka,10.54%,410.4MiB / 31.28GiB,3.1MB / 3.18MB,0B / 18.6MB
1784305854.443832,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305854.443832,stream-state-bench-flink-kafka,295.94%,497.8MiB / 31.28GiB,3.17MB / 3.24MB,0B / 18.9MB
1784305870.6636872,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305870.6636872,stream-state-bench-flink-kafka,1.22%,405MiB / 31.28GiB,3.23MB / 3.31MB,0B / 19.4MB
1784305886.689837,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305886.689837,stream-state-bench-flink-kafka,1.09%,405.2MiB / 31.28GiB,3.29MB / 3.37MB,0B / 19.7MB
1784305902.7141857,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305902.7141857,stream-state-bench-flink-kafka,3.82%,408.9MiB / 31.28GiB,3.35MB / 3.43MB,0B / 20.1MB
1784305918.7395933,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305918.7395933,stream-state-bench-flink-kafka,1.03%,406.8MiB / 31.28GiB,3.41MB / 3.49MB,0B / 20.4MB
1784305935.0030122,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305935.0030122,stream-state-bench-flink-kafka,296.06%,503.8MiB / 31.28GiB,3.47MB / 3.56MB,0B / 20.8MB
1784305951.028101,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305951.028101,stream-state-bench-flink-kafka,1.19%,405.7MiB / 31.28GiB,3.53MB / 3.62MB,0B / 21.2MB
1784305967.0518956,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305967.0518956,stream-state-bench-flink-kafka,1.09%,405.8MiB / 31.28GiB,3.59MB / 3.68MB,0B / 21.5MB
1784305983.0731153,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305983.0731153,stream-state-bench-flink-kafka,2.75%,405.8MiB / 31.28GiB,3.66MB / 3.75MB,0B / 21.9MB
1784305999.0964046,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784305999.0964046,stream-state-bench-flink-kafka,1.02%,405.9MiB / 31.28GiB,3.72MB / 3.81MB,0B / 22.3MB
1784306015.1163964,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306015.1163964,stream-state-bench-flink-kafka,283.51%,505.6MiB / 31.28GiB,3.78MB / 3.88MB,0B / 22.6MB
1784306031.1405404,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306031.1405404,stream-state-bench-flink-kafka,1.14%,405.9MiB / 31.28GiB,3.84MB / 3.94MB,0B / 23MB
1784306047.394901,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306047.394901,stream-state-bench-flink-kafka,2.50%,407.2MiB / 31.28GiB,3.9MB / 4MB,0B / 23.3MB
1784306063.419162,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306063.419162,stream-state-bench-flink-kafka,2.71%,406.3MiB / 31.28GiB,3.97MB / 4.07MB,0B / 23.7MB
1784306079.4413054,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306079.4413054,stream-state-bench-flink-kafka,1.05%,406.4MiB / 31.28GiB,4.03MB / 4.14MB,0B / 24.1MB
1784306095.4619145,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306095.4619145,stream-state-bench-flink-kafka,261.91%,492.6MiB / 31.28GiB,4.09MB / 4.2MB,0B / 24.4MB
1784306111.735206,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306111.735206,stream-state-bench-flink-kafka,1.24%,407.3MiB / 31.28GiB,4.16MB / 4.27MB,0B / 24.8MB
1784306127.7589447,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306127.7589447,stream-state-bench-flink-kafka,1.20%,410.3MiB / 31.28GiB,4.22MB / 4.33MB,0B / 25.2MB
1784306143.785619,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306143.785619,stream-state-bench-flink-kafka,2.96%,413.9MiB / 31.28GiB,4.29MB / 4.4MB,0B / 25.6MB
1784306159.8092473,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306159.8092473,stream-state-bench-flink-kafka,1.20%,417.3MiB / 31.28GiB,4.35MB / 4.47MB,0B / 25.9MB
1784306175.8337002,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306175.8337002,stream-state-bench-flink-kafka,241.13%,500.2MiB / 31.28GiB,4.42MB / 4.53MB,0B / 26.3MB
1784306191.8573866,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306191.8573866,stream-state-bench-flink-kafka,1.30%,424.6MiB / 31.28GiB,4.48MB / 4.6MB,0B / 26.6MB
1784306207.8815715,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306207.8815715,stream-state-bench-flink-kafka,1.12%,428.1MiB / 31.28GiB,4.55MB / 4.67MB,0B / 27MB
1784306224.126113,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306224.126113,stream-state-bench-flink-kafka,18.90%,431.8MiB / 31.28GiB,4.61MB / 4.73MB,0B / 27.4MB
1784306240.1503773,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306240.1503773,stream-state-bench-flink-kafka,1.89%,437.5MiB / 31.28GiB,4.68MB / 4.8MB,0B / 27.8MB
1784306256.1752973,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306256.1752973,stream-state-bench-flink-kafka,234.33%,520.2MiB / 31.28GiB,4.74MB / 4.87MB,0B / 28.1MB
1784306272.1995764,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306272.1995764,stream-state-bench-flink-kafka,1.18%,443.4MiB / 31.28GiB,4.81MB / 4.93MB,0B / 28.5MB
1784306288.46391,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306288.46391,stream-state-bench-flink-kafka,1.15%,446.2MiB / 31.28GiB,4.87MB / 5MB,0B / 28.8MB
1784306304.4861946,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306304.4861946,stream-state-bench-flink-kafka,3.43%,451MiB / 31.28GiB,4.94MB / 5.06MB,0B / 29.2MB
1784306320.5103345,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306320.5103345,stream-state-bench-flink-kafka,2.35%,455.6MiB / 31.28GiB,5MB / 5.13MB,0B / 29.6MB
1784306336.5350065,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306336.5350065,stream-state-bench-flink-kafka,270.40%,545.5MiB / 31.28GiB,5.07MB / 5.2MB,0B / 29.9MB
1784306352.5594296,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
1784306352.5594296,stream-state-bench-flink-kafka,1.28%,461.5MiB / 31.28GiB,5.13MB / 5.26MB,0B / 30.4MB
1784306368.584806,flink_w1-flink-identity-1,0.00%,0B / 0B,0B / 0B,0B / 0B
