event_id,send_time_ns,receive_time_ns,latency_ms
ss-41-60000,846618127938566,846623911310566,5783.372
ss-19-60000,846622778035832,846623911315126,1133.279
ss-7-60000,846621928017855,846623911316866,1983.299
ss-54-60000,846618728043765,846623911318206,5183.274
ss-24-60000,846619578040250,846623911319416,4333.279
ss-39-60000,846621477989744,846623911321376,2433.332
ss-12-60000,846619628038013,846623911330076,4283.292
ss-2-60000,846621728048002,846623911336046,2183.288
ss-21-60000,846622228036955,846623911337936,1683.301
ss-72-60000,846619728012739,846623911339436,4183.327
ss-14-60000,846621877992222,846623911359106,2033.367
ss-91-60000,846621628067855,846623911359996,2283.292
ss-98-60000,846621978028968,846623911360756,1933.332
ss-16-60000,846622028020332,846623911361716,1883.341
ss-28-60000,846619078050957,846623911362826,4833.312
ss-79-60000,846619778026293,846623911363756,4133.337
ss-31-60000,846622078013855,846623911383727,1833.37
ss-50-60000,846622127999188,846623911384807,1783.386
ss-63-60000,846622178027802,846623911385767,1733.358
ss-51-60000,846622278027208,846623911421837,1633.395
ss-99-60000,846620178037429,846623911422847,3733.385
ss-35-60000,846622328026542,846623911511217,1583.485
ss-70-60000,846622478024192,846623911512087,1433.488
ss-90-60000,846622528022685,846623911512597,1383.49
ss-9-60000,846618278033726,846623911518197,5633.484
ss-64-60000,846618478046859,846623911549057,5433.502
ss-80-60000,846618878043574,846623911569317,5033.526
ss-59-60000,846621778032935,846623911572787,2133.54
ss-45-60000,846622577993729,846623911586347,1333.593
ss-48-60000,846622628026582,846623911613757,1283.587
ss-58-60000,846621178031235,846623911647507,2733.616
ss-29-60000,846622678010585,846623911647957,1233.637
ss-84-60000,846622828036626,846623911648377,1083.612
ss-74-60000,846621128027882,846623911679097,2783.651
ss-38-60000,846620278030045,846623911679547,3633.65
ss-1-60000,846622878043809,846623911777018,1033.733
ss-23-60000,846620128023996,846623911779488,3783.755
ss-75-60000,846622928059073,846623911792698,983.734
ss-33-60000,846622978036516,846623911804518,933.768
ss-4-60000,846618528045892,846623911805118,5383.759
ss-6-60000,846619028069594,846623911814498,4883.745
ss-0-60000,846623027999209,846623911815908,883.817
ss-10-60000,846622728020359,846623911847668,1183.827
ss-71-60000,846619378055097,846623911852868,4533.798
ss-43-60000,846620378043842,846623911896198,3533.852
ss-57-60000,846621577992681,846623911896738,2333.904
ss-83-60000,846618228032383,846623911900618,5683.868
ss-68-60000,846619877997349,846623911923778,4033.926
ss-55-60000,846622428024539,846623911924358,1483.9
ss-77-60000,846620478063099,846623911942318,3433.879
ss-17-60000,846622378021155,846623911959768,1533.939
ss-15-60000,846620528059792,846623911997799,3383.938
ss-96-60000,846620628023388,846623911998479,3283.975
ss-8-60000,846621378027748,846623912038539,2534.011
ss-53-60000,846623078013953,846623912044039,834.03
ss-62-60000,846620728020295,846623912074969,3184.055
ss-5-60000,846620777996038,846623912075469,3134.079
ss-69-60000,846619278072350,846623912092729,4634.02
ss-85-60000,846621678063518,846623912113569,2234.05
ss-46-60000,846618378037982,846623912113919,5534.076
ss-73-60000,846621527989918,846623912139709,2384.15
ss-97-60000,846620877995525,846623912167699,3034.172
ss-40-60000,846620977993511,846623912216969,2934.223
ss-88-60000,846621028026465,846623912268249,2884.242
ss-11-60000,846621228025488,846623912277739,2684.252
ss-87-60000,846619428033810,846623912279199,4484.245
ss-76-60000,846621078027428,846623912308010,2834.281
ss-34-60000,846621278026841,846623912325810,2634.299
ss-13-60000,846619478030843,846623912354730,4434.324
ss-89-60000,846621328019095,846623912395480,2584.376
ss-93-60000,846621428013661,846623912396350,2484.383
ss-24-120000,846619578040250,846623912397090,4334.357
ss-39-120000,846621477989744,846623912415480,2434.426
ss-19-120000,846622778035832,846623912420080,1134.384
ss-54-120000,846618728043765,846623912458320,5184.415
ss-2-120000,846621728048002,846623912459310,2184.411
ss-21-120000,846622228036955,846623912525050,1684.488
ss-12-120000,846619628038013,846623912527380,4284.489
ss-72-120000,846619728012739,846623912558980,4184.546
ss-14-120000,846621877992222,846623912559850,2034.568
ss-91-120000,846621628067855,846623912592260,2284.524
ss-98-120000,846621978028968,846623912642271,1934.613
ss-7-120000,846621928017855,846623912642941,1984.625
ss-16-120000,846622028020332,846623912685811,1884.665
ss-9-120000,846618278033726,846623912715421,5634.682
ss-31-120000,846622078013855,846623912733551,1834.72
ss-79-120000,846619778026293,846623912788761,4134.762
ss-50-120000,846622127999188,846623912789621,1784.79
ss-63-120000,846622178027802,846623912825621,1734.798
ss-51-120000,846622278027208,846623912826371,1634.799
ss-28-120000,846619078050957,846623912840601,4834.79
ss-64-120000,846618478046859,846623912874291,5434.827
ss-35-120000,846622328026542,846623912899571,1584.873
ss-70-120000,846622478024192,846623912900531,1434.876
ss-99-120000,846620178037429,846623912904001,3734.867
ss-80-120000,846618878043574,846623912937632,5034.894
ss-90-120000,846622528022685,846623912949562,1384.927
ss-59-120000,846621778032935,846623912950272,2134.917
ss-45-120000,846622577993729,846623912978242,1334.985
ss-41-120000,846618127938566,846623912997362,5785.059
ss-48-120000,846622628026582,846623913014262,1284.988
ss-29-120000,846622678010585,846623913014882,1235.004
ss-58-120000,846621178031235,846623913082452,2735.051
ss-84-120000,846622828036626,846623913083332,1085.047
ss-38-120000,846620278030045,846623913083772,3635.054
ss-1-120000,846622878043809,846623913130752,1035.087
ss-74-120000,846621128027882,846623913131622,2785.104
ss-75-120000,846622928059073,846623913132002,985.073
ss-33-120000,846622978036516,846623913149692,935.113
ss-23-120000,846620128023996,846623913165912,3785.142
ss-6-120000,846619028069594,846623913533874,4885.464
ss-0-120000,846623027999209,846623913534584,885.535
ss-10-120000,846622728020359,846623913535014,1185.515
ss-4-120000,846618528045892,846623913535394,5385.49
ss-43-120000,846620378043842,846623913535734,3535.492
ss-57-120000,846621577992681,846623913536104,2335.543
ss-71-120000,846619378055097,846623913536484,4535.481
ss-55-120000,846622428024539,846623913536834,1485.512
ss-77-120000,846620478063099,846623913537164,3435.474
ss-17-120000,846622378021155,846623913537514,1535.516
ss-15-120000,846620528059792,846623913537844,3385.478
ss-68-120000,846619877997349,846623913538174,4035.541
ss-96-120000,846620628023388,846623913538524,3285.515
ss-62-120000,846620728020295,846623913538854,3185.519
ss-53-120000,846623078013953,846623913550714,835.537
