event_id,send_time_ns,receive_time_ns,latency_ms
e-0,847716346714662,847719043806521,2697.092
e-1,847716395849082,847719043810851,2647.962
e-2,847716445843923,847719043812481,2597.969
e-3,847716495863124,847719043813981,2547.951
e-4,847716545851415,847719043815051,2497.964
e-5,847716595854456,847719043816441,2447.962
e-6,847716645879187,847719043817781,2397.939
e-7,847716695871358,847719043842781,2347.971
e-8,847716745877209,847719043844371,2297.967
e-9,847716795891230,847719043845831,2247.955
e-10,847716845887501,847719043846631,2197.959
e-11,847716895891402,847719043847381,2147.956
e-12,847716945884363,847719043848091,2097.964
e-13,847716995865435,847719043848771,2047.983
e-14,847717045861486,847719043849471,1997.988
e-15,847717095873997,847719043850131,1947.976
e-16,847717145859768,847719043850831,1897.991
e-17,847717195864609,847719043851661,1847.987
e-18,847717245883510,847719043852451,1797.969
e-19,847717295877891,847719043853181,1747.975
e-20,847717345881662,847719043859761,1697.978
e-21,847717395874803,847719043868111,1647.993
e-22,847717445850194,847719043868941,1598.019
e-23,847717495843025,847719043869761,1548.027
e-24,847717545859226,847719043870681,1498.011
e-25,847717595862768,847719043871891,1448.009
e-26,847717645866829,847719043872651,1398.006
e-27,847717695866870,847719043873391,1348.007
e-28,847717745861451,847719043874131,1298.013
e-29,847717795853592,847719043881371,1248.028
e-30,847717845870434,847719043912401,1198.042
e-31,847717895863445,847719043918351,1148.055
e-32,847717945840416,847719043919161,1098.079
e-33,847717995884667,847719043920321,1048.036
e-34,847718045878548,847719043927521,998.049
e-35,847718095872750,847719043928281,948.056
e-36,847718145865081,847719043933901,898.069
e-37,847718195850682,847719043934501,848.084
e-38,847718245844854,847719043952441,798.108
e-39,847718295851005,847719044032301,748.181
e-40,847718345848186,847719044033001,698.185
e-41,847718395846667,847719044033681,648.187
e-42,847718445848268,847719044033981,598.186
e-43,847718495848380,847719044034241,548.186
e-44,847718545846441,847719044045271,498.199
e-45,847718595864832,847719044045731,448.181
e-46,847718645858984,847719044046051,398.187
e-47,847718695865235,847719897325230,1201.46
e-48,847718745858076,847719897327860,1151.47
e-49,847718795860978,847719897328820,1101.468
e-50,847718845849599,847719897329450,1051.48
e-51,847718895871930,847719897329970,1001.458
e-52,847718945859662,847719897330530,951.471
e-53,847718995868763,847719897331890,901.463
e-54,847719045831134,847719897332570,851.501
e-55,847719095852546,847719897378260,801.526
e-56,847719145858617,847719897379091,751.52
e-57,847719195889828,847719897379761,701.49
e-58,847719245870420,847719897380671,651.51
e-59,847719295893711,847719898053522,602.16
e-60,847719345838862,847719898055102,552.216
e-61,847719395831614,847719898055692,502.224
e-62,847719445829345,847719898056242,452.227
e-63,847719495830726,847719898056752,402.226
e-64,847719545851957,847719898057402,352.205
e-65,847719595863229,847719898067962,302.205
e-66,847719645856850,847719898068462,252.212
e-67,847719695842782,847719898068992,202.226
e-68,847719745841113,847720897546400,1151.705
e-69,847719795838805,847720897548300,1101.709
e-70,847719845857406,847720897549360,1051.692
e-71,847719895875828,847720897550130,1001.674
e-72,847719945848049,847720897550890,951.703
e-73,847719995856701,847720897568730,901.712
e-74,847720045862822,847720897569540,851.707
e-75,847720095872774,847720897570410,801.698
e-76,847720145838125,847720897749240,751.911
e-77,847720195852676,847720897772370,701.92
e-78,847720245849628,847720897773350,651.924
e-79,847720295853009,847720897774130,601.921
e-80,847720345898071,847720897774810,551.877
e-81,847720395886642,847720897775480,501.889
e-82,847720445866163,847720897776080,451.91
e-83,847720495861045,847720897782090,401.921
e-84,847720545849056,847720897782840,351.934
e-85,847720595847768,847720897783510,301.936
e-86,847720645839689,847720897824480,251.985
e-87,847720695839521,847720897825510,201.986
e-88,847720745841092,847720897831940,151.991
e-89,847720795848084,847721896649501,1100.801
e-90,847720845841615,847721896651671,1050.81
e-91,847720895880457,847721896652201,1000.772
e-92,847720945847678,847721896653501,950.806
e-93,847720995841950,847721896655551,900.814
e-94,847721045852162,847721896656191,850.804
e-95,847721095854233,847721896656761,800.803
e-96,847721145854245,847721896657401,750.803
e-97,847721195856716,847721896657941,700.801
e-98,847721245888328,847721896658541,650.77
e-99,847721295874309,847721896659141,600.785
