event_id,send_time_ns,receive_time_ns,latency_ms
tc-0-0,846145748702488,846147971778670,2223.076
tc-1-0,846145598699464,846147971781530,2373.082
tc-10-0,846145448743150,846147971782690,2523.04
tc-11-0,846143948731250,846147971783320,4023.052
tc-12-0,846142348683499,846147971783830,5623.1
tc-13-0,846142198715836,846147971784510,5773.069
tc-14-0,846144598720063,846147971785070,3373.065
tc-15-0,846143248687529,846147971802480,4723.115
tc-16-0,846144748718977,846147971803310,3223.084
tc-17-0,846145098696063,846147971803960,2873.108
tc-19-0,846145498697498,846147971804200,2473.107
tc-2-0,846144448699319,846147971804460,3523.105
tc-21-0,846144948699019,846147971804710,3023.106
tc-23-0,846142848686367,846147971805040,5123.119
tc-24-0,846142298699801,846147971805350,5673.106
tc-28-0,846141798728484,846147971805670,6173.077
tc-29-0,846145398729082,846147971805880,2573.077
tc-31-0,846144798709995,846147971809080,3173.099
tc-33-0,846145698699430,846147971809300,2273.11
tc-34-0,846143998712807,846147971809610,3973.097
tc-35-0,846145048729035,846147971809940,2923.081
tc-38-0,846142998731360,846147971810290,4973.079
tc-39-0,846144198738169,846147971810500,3773.072
tc-4-0,846141248720620,846147971810890,6723.09
tc-40-0,846143698706100,846147971911080,4273.205
tc-41-0,846140848633819,846147971914270,7123.28
tc-43-0,846143098721546,846147971914890,4873.193
tc-45-0,846145298687946,846147971926380,2673.238
tc-46-0,846141098728777,846147971930560,6873.202
tc-48-0,846145348733544,846147971931170,2623.198
tc-5-0,846143498711018,846147971931690,4473.221
tc-50-0,846144848702163,846147971947801,3123.246
tc-51-0,846144998699617,846147971948401,2973.249
tc-53-0,846145798699236,846147971949471,2173.25
tc-54-0,846141448710110,846147971950021,6523.24
tc-55-0,846145148703111,846147971950511,2823.247
tc-57-0,846144298717125,846147971950961,3673.234
tc-58-0,846143898696762,846147971951431,4073.255
tc-59-0,846144498716976,846147971951851,3473.235
tc-6-0,846141748730467,846147971952321,6223.222
tc-62-0,846143448708410,846147971952771,4523.244
tc-63-0,846144898701601,846147971953681,3073.252
tc-64-0,846141198722283,846147971954191,6773.232
tc-68-0,846142598710518,846147971954681,5373.244
tc-69-0,846141998709855,846147972009021,5973.299
tc-7-0,846144648707981,846147972010091,3323.302
tc-70-0,846145198703950,846147972010781,2773.307
tc-71-0,846142098698950,846147972011391,5873.312
tc-72-0,846142448689894,846147972012011,5523.322
tc-73-0,846144248728757,846147972012671,3723.284
tc-74-0,846143848723064,846147972059571,4123.337
tc-75-0,846145648718132,846147972061271,2323.343
tc-76-0,846143798706886,846147972062101,4173.355
tc-77-0,846143198703591,846147972063411,4773.36
tc-79-0,846142498689212,846147972064131,5473.375
tc-8-0,846144098699123,846147972088091,3873.389
tc-80-0,846141598712013,846147972088721,6373.377
tc-83-0,846140948709224,846147972089261,7023.38
tc-84-0,846145548722176,846147972089831,2423.368
tc-85-0,846144398708391,846147972118911,3573.411
tc-87-0,846142148725798,846147972119491,5823.394
tc-88-0,846143748707208,846147972119961,4223.413
tc-89-0,846144048712475,846147972120441,3923.408
tc-9-0,846140998717622,846147972265041,6973.547
tc-90-0,846145248694518,846147972266571,2723.572
tc-91-0,846144348695583,846147972277221,3623.582
tc-93-0,846144148735951,846147972277851,3823.542
tc-96-0,846143348713215,846147972278351,4623.565
tc-97-0,846143598706374,846147972278821,4373.572
tc-98-0,846144698708999,846147972279311,3273.57
tc-99-0,846142898686054,846147972279881,5073.594
