event_id,send_time_ns,receive_time_ns,latency_ms
tc-0-0,848727346635413,848728839867898,1493.232
tc-1-0,848727271634237,848728839872008,1568.238
tc-10-0,848727196619712,848728839881078,1643.261
tc-11-0,848726446626859,848728839882148,2393.255
tc-12-0,848725646629034,848728839883618,3193.255
tc-13-0,848725571647309,848728839884788,3268.237
tc-14-0,848726771654283,848728839885828,2068.232
tc-15-0,848726096651435,848728839891648,2743.24
tc-16-0,848726846617848,848728839893148,1993.275
tc-17-0,848727021609010,848728839894378,1818.285
tc-19-0,848727221634424,848728839895178,1618.261
tc-2-0,848726696683657,848728839917778,2143.234
tc-21-0,848726946629585,848728839918438,1893.289
tc-23-0,848725896643881,848728839918948,2943.275
tc-24-0,848725621682852,848728839919388,3218.237
tc-28-0,848725371656855,848728839919808,3468.263
tc-29-0,848727171637560,848728839920238,1668.283
tc-31-0,848726871620460,848728839920868,1968.3
tc-33-0,848727321633941,848728839930318,1518.296
tc-34-0,848726471624701,848728839930818,2368.306
tc-35-0,848726996648048,848728839980978,1843.333
tc-38-0,848725971632806,848728839982158,2868.349
tc-39-0,848726571624388,848728840026359,2268.402
tc-4-0,848725096627036,848728840027139,3743.4
tc-40-0,848726321641851,848728840085819,2518.444
tc-41-0,848724897481055,848728840093299,3942.612
tc-43-0,848726021615680,848728840094119,2818.478
tc-45-0,848727121626507,848728840094839,1718.468
tc-46-0,848725021629021,848728840132819,3818.504
tc-48-0,848727146634269,848728840133749,1693.499
tc-5-0,848726221649394,848728840139769,2618.49
tc-50-0,848726896631361,848728840140479,1943.509
tc-51-0,848726971615096,848728840183889,1868.569
tc-53-0,848727371625334,848728840185189,1468.56
tc-54-0,848725196667533,848728840215179,3643.548
tc-55-0,848727046633772,848728840215969,1793.582
tc-57-0,848726621637932,848728840240869,2218.603
tc-58-0,848726421630268,848728840241629,2418.611
tc-59-0,848726721661969,848728840272189,2118.61
tc-6-0,848725346664323,848728840272929,3493.609
tc-62-0,848726196651302,848728840309359,2643.658
tc-63-0,848726921614133,848728840310879,1918.697
tc-64-0,848725071624204,848728840339389,3768.715
tc-68-0,848725771622923,848728840340129,3068.717
tc-69-0,848725471680212,848728840373870,3368.694
tc-7-0,848726796666254,848728840374690,2043.708
tc-70-0,848727071621143,848728840403200,1768.782
tc-71-0,848725521657545,848728840404000,3318.746
tc-72-0,848725696626747,848728840436030,3143.809
tc-73-0,848726596634650,848728840436870,2243.802
tc-74-0,848726396637736,848728840467600,2443.83
tc-75-0,848727296628379,848728840468300,1543.84
tc-76-0,848726371619174,848728840494980,2468.876
tc-77-0,848726071649173,848728840496030,2768.847
tc-79-0,848725721624359,848728840526020,3118.902
tc-8-0,848726521630895,848728840531590,2318.901
tc-80-0,848725271648538,848728840567770,3568.919
tc-83-0,848724946654416,848728840568390,3893.914
tc-84-0,848727246624486,848728840605000,1593.981
tc-85-0,848726671668086,848728840605510,2168.937
tc-87-0,848725546660967,848728840634060,3293.973
tc-88-0,848726346632242,848728840689710,2494.057
tc-89-0,848726496630273,848728840690210,2344.06
tc-9-0,848724971642067,848728840772081,3869.13
tc-90-0,848727096635465,848728840802301,1744.167
tc-91-0,848726646643444,848728840816281,2194.173
tc-93-0,848726546628407,848728840819821,2294.191
tc-96-0,848726146657709,848728840862181,2694.204
tc-97-0,848726271638147,848728840897411,2569.259
tc-98-0,848726821643226,848728840897801,2019.255
tc-99-0,848725921617403,848728840929141,2919.312
