event_id,send_time_ns,receive_time_ns,latency_ms
fm-e-0,848088664225163,848091490047761,2825.823
fm-e-1,848088763575896,848091490051601,2726.476
fm-e-3,848088963575906,848091490052771,2526.477
fm-e-4,848089063589561,848091490054541,2426.465
fm-e-5,848089163587016,848091490055431,2326.468
fm-e-8,848089463581901,848091490056571,2026.475
fm-e-9,848089563593687,848091490057561,1926.464
fm-e-10,848089663581232,848091490069871,1826.489
fm-e-11,848089763575317,848091490071241,1726.496
fm-e-12,848089863573192,848091490072481,1626.499
fm-e-13,848089963572537,848091490088951,1526.516
fm-e-15,848090163557597,848091490089701,1326.532
fm-e-16,848090263559713,848091490090301,1226.531
fm-e-17,848090363556258,848091490090901,1126.535
fm-e-21,848090763593729,848091490091551,726.498
fm-e-23,848090963600150,848092488961783,1525.362
fm-e-28,848091463609396,848092488964763,1025.355
fm-e-30,848091663563967,848092488966983,825.403
fm-e-31,848091763575663,848092488967953,725.392
fm-e-33,848091963630553,848092488968663,525.338
fm-e-34,848092063556269,848093589240345,1525.684
fm-e-38,848092463558590,848093589256155,1125.698
fm-e-39,848092563579086,848093589257635,1025.679
fm-e-42,848092863559283,848093589258305,725.699
fm-e-44,848093063594134,848093589259135,525.665
fm-e-45,848093163563460,848094687284473,1523.721
fm-e-46,848093263560475,848094687285863,1423.725
fm-e-47,848093363553761,848094687286553,1323.733
fm-e-48,848093463575826,848094687286983,1223.711
fm-e-49,848093563555942,848094687287413,1123.731
fm-e-50,848093663565447,848094687287853,1023.722
fm-e-56,848094263608582,848095785137881,1521.529
fm-e-57,848094363611058,848095785140051,1421.529
fm-e-58,848094463548353,848095785141891,1321.594
fm-e-59,848094563548259,848095785142411,1221.594
fm-e-60,848094663577265,848095785142881,1121.566
fm-e-61,848094763550611,848095785143351,1021.593
fm-e-64,848095063555818,848095785143821,721.588
fm-e-65,848095163572194,848095785144271,621.572
fm-e-66,848095263581029,848095785144741,521.564
fm-e-67,848095363579125,848096886067979,1522.489
fm-e-77,848096363769484,848096886071489,522.302
fm-e-78,848096463582500,848097985188523,1521.606
fm-e-80,848096663588882,848097985190763,1321.602
fm-e-81,848096763551527,848097985191643,1221.64
fm-e-83,848096963564239,848097985202963,1021.639
fm-e-84,848097063563445,848097985203483,921.64
fm-e-85,848097163582221,848097985203943,821.622
fm-e-86,848097263577667,848097985204433,721.627
fm-e-90,848097663558341,848099090434964,1426.877
fm-e-91,848097763590437,848099090437434,1326.847
fm-e-92,848097863596863,848099090437894,1226.841
fm-e-94,848098063575576,848099090439164,1026.864
fm-e-95,848098163554432,848099090440754,926.886
fm-e-96,848098263554428,848099090441294,826.887
fm-e-97,848098363558734,848099090441904,726.883
