event_id,send_time_ns,receive_time_ns,latency_ms
tc-41-0,846171295713003,846176613087531,5317.375
tc-0-0,846176195819074,846176613091361,417.272
tc-33-0,846176145810192,846176613093811,467.284
tc-75-0,846176095843481,846176613095291,517.252
tc-1-0,846176045786289,846176613116731,567.33
tc-84-0,846175995793668,846176613117961,617.324
tc-29-0,846175845749883,846176613118821,767.369
tc-48-0,846175795763242,846176613124011,817.361
tc-45-0,846175745788660,846176613125111,867.336
tc-90-0,846175695786619,846176613126041,917.339
tc-70-0,846175645797427,846176613126541,967.329
tc-35-0,846175495770513,846176613126971,1117.356
tc-51-0,846175445810392,846176613127381,1167.317
tc-50-0,846175295810068,846176613127931,1317.318
tc-31-0,846175245789636,846176613228531,1367.439
tc-16-0,846175195797195,846176613230581,1417.433
tc-98-0,846175145784833,846176613231191,1467.446
tc-14-0,846175045811381,846176613232481,1567.421
tc-21-0,846175395805990,846176613255442,1217.449
tc-2-0,846174895816277,846176613256372,1717.44
tc-39-0,846174645789490,846176613256882,1967.467
tc-93-0,846174595795788,846176613257492,2017.462
tc-89-0,846174495796066,846176613262702,2117.467
tc-34-0,846174445821785,846176613268132,2167.446
tc-76-0,846174245776839,846176613268822,2367.492
tc-88-0,846174195778918,846176613273992,2417.495
tc-40-0,846174145781527,846176613331282,2467.55
tc-97-0,846174045780755,846176613341542,2567.561
tc-85-0,846174845790975,846176613342342,1767.551
tc-5-0,846173945777642,846176613383652,2667.606
tc-62-0,846173895779681,846176613385172,2717.605
tc-96-0,846173795809718,846176613407812,2817.598
tc-15-0,846173695821526,846176613408552,2917.587
tc-77-0,846173645823774,846176613441762,2967.618
tc-57-0,846174745793953,846176613449212,1867.655
tc-43-0,846173545782102,846176613465662,3067.684
tc-10-0,846175895772895,846176613466352,717.693
tc-23-0,846173295757696,846176613496102,3317.738
tc-38-0,846173445805490,846176613521242,3167.716
tc-58-0,846174345770982,846176613521602,2267.751
tc-59-0,846174945813448,846176613557932,1667.744
tc-99-0,846173345789177,846176613559352,3267.77
tc-63-0,846175345808689,846176613595162,1267.786
tc-79-0,846172945784578,846176613595632,3667.811
tc-91-0,846174795774714,846176613642673,1817.868
tc-12-0,846172795803675,846176613643033,3817.839
tc-24-0,846172745792343,846176613655603,3867.863
tc-13-0,846172645843851,846176613655963,3967.812
tc-87-0,846172595816250,846176613694153,4017.878
tc-73-0,846174695792401,846176613695063,1917.903
tc-69-0,846172445790446,846176613718943,4167.928
tc-53-0,846176245817265,846176613736393,367.919
tc-17-0,846175545773404,846176613736843,1067.963
tc-71-0,846172545825919,846176613740853,4067.915
tc-6-0,846172195787711,846176613749523,4417.962
tc-74-0,846174295795111,846176613784703,2317.99
tc-80-0,846172045808898,846176613805663,4567.997
tc-28-0,846172245765842,846176613816083,4368.05
tc-72-0,846172895789577,846176613843173,3718.054
tc-54-0,846171895816435,846176613853103,4718.037
tc-11-0,846174395792513,846176613894853,2218.102
tc-8-0,846174545785347,846176613907563,2068.122
tc-55-0,846175595801466,846176613908063,1018.107
tc-4-0,846171695800741,846176613979033,4918.178
tc-64-0,846171645798740,846176613983253,4968.185
tc-7-0,846175095794972,846176614027034,1518.232
tc-46-0,846171545801628,846176614031444,5068.23
tc-68-0,846173045817390,846176614060194,3568.243
tc-9-0,846171445813936,846176614079854,5168.266
tc-83-0,846171395825285,846176614083684,5218.258
tc-19-0,846175945784136,846176614120284,668.336
