timestamp_ms,topic,lag
1784624455614,bench-w3-latency-input,404
1784624462620,bench-w3-latency-input,101
1784624462620,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1112
1784624469551,bench-w3-latency-input,808
1784624469551,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1819
1784624476429,bench-w3-latency-input,505
1784624476429,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1415
1784624483339,bench-w3-latency-input,101
1784624483339,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1112
1784624490196,bench-w3-latency-input,808
1784624490196,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1819
1784624497107,bench-w3-latency-input,505
1784624497107,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1516
1784624504033,bench-w3-latency-input,202
1784624504033,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1213
1784624510857,bench-w3-latency-input,411
1784624510857,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,1422
1784624517820,bench-w3-latency-input,0
1784624517820,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,412
1784624524669,bench-w3-latency-input,0
1784624524669,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624531508,bench-w3-latency-input,0
1784624531508,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624538424,bench-w3-latency-input,0
1784624538424,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624545312,bench-w3-latency-input,0
1784624545312,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624552204,bench-w3-latency-input,0
1784624552204,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624559127,bench-w3-latency-input,0
1784624559127,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624565980,bench-w3-latency-input,0
1784624565980,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624572788,bench-w3-latency-input,0
1784624572788,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624579613,bench-w3-latency-input,0
1784624579613,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624586510,bench-w3-latency-input,0
1784624586510,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624593373,bench-w3-latency-input,0
1784624593373,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624600232,bench-w3-latency-input,0
1784624600232,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624607062,bench-w3-latency-input,0
1784624607062,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624613899,bench-w3-latency-input,0
1784624613899,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624620760,bench-w3-latency-input,0
1784624620760,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624627642,bench-w3-latency-input,0
1784624627642,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624634489,bench-w3-latency-input,0
1784624634489,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624641371,bench-w3-latency-input,0
1784624641371,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624648220,bench-w3-latency-input,0
1784624648220,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
1784624655068,bench-w3-latency-input,0
1784624655068,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial2-tumbling-count-store-repartition,0
