event_id,t0_ms,t1_ms,t2_ms,t3_ms,t1_t0_ms,t2_t1_ms,t3_t2_ms,latency_ms
ss-41-60000,1784311419477.529,1784311420329,1784311421422.0,1784311421851.3086,851.471,1093.0,429.309,2373.78
ss-19-60000,1784311420377.5369,1784311421339,1784311421438.0,1784311421851.313,961.463,99.0,413.313,1473.776
ss-7-60000,1784311420157.519,1784311420329,1784311421438.0,1784311421851.3147,171.481,1109.0,413.315,1693.796
ss-54-60000,1784311419697.5676,1784311420329,1784311421445.0,1784311421851.3186,631.432,1116.0,406.319,2153.751
ss-24-60000,1784311420027.5266,1784311420329,1784311421446.0,1784311421851.319,301.473,1117.0,405.319,1823.792
ss-39-60000,1784311420257.529,1784311420329,1784311421446.0,1784311421851.3196,71.471,1117.0,405.32,1593.791
ss-12-60000,1784311417337.5674,1784311418310,1784311421446.0,1784311421851.32,972.433,3136.0,405.32,4513.753
ss-2-60000,1784311420267.5142,1784311420329,1784311421446.0,1784311421851.3354,61.486,1117.0,405.335,1583.821
ss-21-60000,1784311419837.6172,1784311420329,1784311421446.0,1784311421851.3364,491.383,1117.0,405.336,2013.719
ss-72-60000,1784311420477.5317,1784311421339,1784311421446.0,1784311421851.3372,861.468,107.0,405.337,1373.805
ss-14-60000,1784311420547.5134,1784311421339,1784311421447.0,1784311421851.3376,791.487,108.0,404.338,1303.824
ss-91-60000,1784311420497.5386,1784311421339,1784311421447.0,1784311421851.3381,841.461,108.0,404.338,1353.8
ss-98-60000,1784311418987.5562,1784311419320,1784311421447.0,1784311421851.3386,332.444,2127.0,404.339,2863.782
ss-16-60000,1784311420507.5376,1784311421339,1784311421447.0,1784311421851.4353,831.462,108.0,404.435,1343.898
ss-28-60000,1784311420597.517,1784311421339,1784311421447.0,1784311421851.436,741.483,108.0,404.436,1253.919
ss-79-60000,1784311417487.5537,1784311418310,1784311421447.0,1784311421851.441,822.446,3137.0,404.441,4363.887
ss-31-60000,1784311420227.519,1784311420329,1784311421448.0,1784311421851.4414,101.481,1119.0,403.441,1623.922
ss-50-60000,1784311420327.5212,1784311420329,1784311421448.0,1784311421851.442,1.479,1119.0,403.442,1523.921
ss-63-60000,1784311419977.567,1784311420329,1784311421448.0,1784311421851.4424,351.433,1119.0,403.442,1873.875
ss-51-60000,1784311420237.5203,1784311420329,1784311421448.0,1784311421851.4426,91.48,1119.0,403.443,1613.922
ss-99-60000,1784311417557.5679,1784311418310,1784311421448.0,1784311421851.4854,752.432,3138.0,403.485,4293.917
ss-35-60000,1784311420167.514,1784311420329,1784311421448.0,1784311421851.4856,161.486,1119.0,403.486,1683.972
ss-70-60000,1784311420447.5132,1784311421339,1784311421448.0,1784311421851.4858,891.487,109.0,403.486,1403.973
ss-90-60000,1784311420287.5415,1784311420329,1784311421449.0,1784311421851.4863,41.458,1120.0,402.486,1563.945
