event_id,t0_ms,t1_ms,t2_ms,t3_ms,t1_t0_ms,t2_t1_ms,t3_t2_ms,latency_ms
ss-0-60000,1784202042802.845,1784202043674,1784202044997.0,1784202045064.2424,871.155,1323.0,67.242,2261.397
ss-1-60000,1784202043102.8525,1784202043674,1784202045006.0,1784202045064.2473,571.147,1332.0,58.247,1961.395
ss-10-60000,1784202042242.8027,1784202042666,1784202045006.0,1784202045064.2488,423.197,2340.0,58.249,2821.446
ss-11-60000,1784202042542.7878,1784202042666,1784202045006.0,1784202045064.2498,123.212,2340.0,58.25,2521.462
ss-12-60000,1784202039822.8286,1784202040646,1784202045006.0,1784202045064.251,823.171,4360.0,58.251,5241.422
ss-13-60000,1784202042852.8186,1784202043674,1784202045006.0,1784202045064.256,821.181,1332.0,58.256,2211.438
ss-14-60000,1784202043032.832,1784202043674,1784202045006.0,1784202045064.257,641.168,1332.0,58.257,2031.425
ss-15-60000,1784202042422.803,1784202042666,1784202045006.0,1784202045064.2625,243.197,2340.0,58.262,2641.459
ss-16-60000,1784202042992.8284,1784202043674,1784202045006.0,1784202045064.2642,681.172,1332.0,58.264,2071.436
ss-17-60000,1784202042502.8354,1784202042666,1784202045006.0,1784202045064.2651,163.165,2340.0,58.265,2561.43
ss-18-60000,1784202041922.8071,1784202042666,1784202045007.0,1784202045064.2659,743.193,2341.0,57.266,3141.459
ss-19-60000,1784202042862.8157,1784202043674,1784202045007.0,1784202045064.2664,811.184,1333.0,57.266,2201.451
ss-2-60000,1784202042752.8542,1784202043674,1784202045007.0,1784202045064.268,921.146,1333.0,57.268,2311.414
ss-20-60000,1784202040742.795,1784202041656,1784202045007.0,1784202045064.2686,913.205,3351.0,57.269,4321.474
ss-21-60000,1784202042322.795,1784202042666,1784202045007.0,1784202045064.2693,343.205,2341.0,57.269,2741.474
ss-22-60000,1784202040402.8298,1784202040646,1784202045007.0,1784202045064.2712,243.17,4361.0,57.271,4661.441
ss-23-60000,1784202039352.798,1784202039653,1784202045007.0,1784202045064.2722,300.202,5354.0,57.272,5711.474
ss-24-60000,1784202042512.822,1784202042666,1784202045007.0,1784202045064.2732,153.178,2341.0,57.273,2551.451
ss-25-60000,1784202041992.814,1784202042666,1784202045007.0,1784202045064.274,673.186,2341.0,57.274,3071.46
ss-26-60000,1784202042232.8066,1784202042666,1784202045007.0,1784202045064.2744,433.193,2341.0,57.274,2831.468
ss-27-60000,1784202042692.852,1784202043674,1784202045007.0,1784202045064.2786,981.148,1333.0,57.279,2371.427
ss-28-60000,1784202043082.8247,1784202043674,1784202045007.0,1784202045064.2793,591.175,1333.0,57.279,1981.455
ss-29-60000,1784202041192.8088,1784202041656,1784202045008.0,1784202045064.2798,463.191,3352.0,56.28,3871.471
ss-3-60000,1784202042192.8196,1784202042666,1784202045008.0,1784202045064.2805,473.18,2342.0,56.281,2871.461
ss-30-60000,1784202042552.7825,1784202042666,1784202045008.0,1784202045064.281,113.218,2342.0,56.281,2511.499
ss-31-60000,1784202042712.855,1784202043674,1784202045008.0,1784202045064.2817,961.145,1334.0,56.282,2351.427
ss-32-60000,1784202043002.8352,1784202043674,1784202045008.0,1784202045064.2825,671.165,1334.0,56.282,2061.447
ss-33-60000,1784202042562.8296,1784202042666,1784202045008.0,1784202045064.2844,103.17,2342.0,56.284,2501.455
ss-34-60000,1784202042702.8374,1784202043674,1784202045008.0,1784202045064.285,971.163,1334.0,56.285,2361.448
ss-35-60000,1784202042652.8374,1784202042666,1784202045009.0,1784202045064.2856,13.163,2343.0,55.286,2411.448
ss-36-60000,1784202042342.7969,1784202042666,1784202045009.0,1784202045064.2864,323.203,2343.0,55.286,2721.49
ss-37-60000,1784202041702.8389,1784202042666,1784202045009.0,1784202045064.2869,963.161,2343.0,55.287,3361.448
ss-38-60000,1784202043112.8174,1784202043674,1784202045009.0,1784202045064.2878,561.183,1335.0,55.288,1951.47
ss-39-60000,1784202042742.8215,1784202043674,1784202045009.0,1784202045064.2886,931.178,1335.0,55.289,2321.467
ss-4-60000,1784202042972.8274,1784202043674,1784202045009.0,1784202045064.2896,701.173,1335.0,55.29,2091.462
ss-40-60000,1784202041942.7993,1784202042666,1784202045009.0,1784202045064.2903,723.201,2343.0,55.29,3121.491
