engine,workload_id,workload,run_label,rate_per_sec,produced_records,expected_output_records,matched_records,consumed_records,passed,p50_ms,p95_ms,p99_ms,max_ms,p99_write_to_input_append_latency_ms,p99_input_append_to_result_emission_latency_ms,p99_l_visibility_ms,p99_l_closure_ms,result_dir
kafka_streams,,tumbling_count,failure_s3_throttling_trial4,20.0,2001,386,386,386,True,5466.274,14997.25,24597.946,29352.571,1002.283,23994.0,57.465,1784528679941.0,experiments/results/kafka_streams_tumbling_count_latency_failure_s3_throttling_trial4
kafka_streams,,tumbling_count,failure_s3_throttling_trial5,20.0,2001,386,386,386,True,5396.922,14772.159,24069.416,29416.496,1001.83,23089.0,73.043,1784561299661.0,experiments/results/kafka_streams_tumbling_count_latency_failure_s3_throttling_trial5
kafka_streams,w1,identity,,20.0,100,100,100,100,True,1182.021,2622.002,2821.55,2870.496,,,,,experiments/results/kafka_streams_w1_latency
kafka_streams,w1,identity,rate10,10.0,100,100,100,100,True,1022.525,2334.453,2734.456,2833.694,,,,,experiments/results/kafka_streams_w1_latency_rate10
kafka_streams,w1,identity,rate40,40.0,100,100,100,100,True,1704.546,2828.505,2928.505,2952.664,,,,,experiments/results/kafka_streams_w1_latency_rate40
kafka_streams,w1,identity,repeat1,20.0,100,100,100,100,True,1226.389,2633.999,2833.992,2883.379,,,,,experiments/results/kafka_streams_w1_latency_repeat1
kafka_streams,w1,identity,resource_metrics,20.0,100,100,100,100,True,1526.48,3726.034,3926.008,3975.975,,,,,experiments/results/kafka_streams_w1_latency_resource_metrics
kafka_streams,w1,identity,saturation_part1_rate100,100.0,3000,3000,3000,3000,True,1106.843,1956.247,2781.207,3081.237,2254.513,103.0,1120.693,,experiments/results/kafka_streams_w1_latency_saturation_part1_rate100
kafka_streams,w1,identity,stability_100,100.0,180000,180000,180000,180000,True,1216.313,1852.678,1967.434,3054.565,,,,,experiments/results/kafka_streams_w1_latency_stability_100
kafka_streams,w2,filter_map,,20.0,100,56,56,56,True,1226.708,2843.058,2993.158,2993.158,,,,,experiments/results/kafka_streams_w2_latency
kafka_streams,w2,filter_map,rate10,10.0,100,56,56,56,True,1221.64,2526.477,2825.823,2825.823,,,,,experiments/results/kafka_streams_w2_latency_rate10
kafka_streams,w2,filter_map,rate40,40.0,100,56,56,56,True,1765.886,2890.619,2964.982,2964.982,,,,,experiments/results/kafka_streams_w2_latency_rate40
kafka_streams,w2,filter_map,repeat1,20.0,100,56,56,56,True,1265.364,2665.192,2814.333,2814.333,,,,,experiments/results/kafka_streams_w2_latency_repeat1
kafka_streams,w2,filter_map,resource_metrics,20.0,100,56,56,56,True,1778.035,3660.216,3809.273,3809.273,,,,,experiments/results/kafka_streams_w2_latency_resource_metrics
kafka_streams,w2,filter_map,stability_100,100.0,180000,89906,89906,89906,True,999.378,1749.052,1928.279,3588.357,,,,,experiments/results/kafka_streams_w2_latency_stability_100
kafka_streams,w3,tumbling_count,,20.0,101,71,71,71,True,3973.097,6873.202,7123.28,7123.28,,,,,experiments/results/kafka_streams_w3_latency
kafka_streams,w3,tumbling_count,rate10,10.0,101,71,71,71,True,5331.984,11132.103,11631.267,11631.267,,,,,experiments/results/kafka_streams_w3_latency_rate10
kafka_streams,w3,tumbling_count,rate40,40.0,101,71,71,71,True,2368.306,3818.504,3942.612,3942.612,,,,,experiments/results/kafka_streams_w3_latency_rate40
kafka_streams,w3,tumbling_count,repeat1,20.0,101,71,71,71,True,3595.147,6495.271,6744.307,6744.307,,,,,experiments/results/kafka_streams_w3_latency_repeat1
kafka_streams,w3,tumbling_count,resource_metrics,20.0,101,71,71,71,True,3881.205,6781.175,7030.591,7030.591,,,,,experiments/results/kafka_streams_w3_latency_resource_metrics
kafka_streams,w3,tumbling_count,stability_100,100.0,180001,29924,29924,29924,True,2876.071,5147.158,6576.362,8727.011,,,,,experiments/results/kafka_streams_w3_latency_stability_100
kafka_streams,w3,tumbling_count,tuning_commit10s,20.0,101,71,71,71,True,21946.167,24846.162,25095.501,25095.501,,,,,experiments/results/kafka_streams_w3_latency_tuning_commit10s
kafka_streams,w3,tumbling_count,tuning_control,20.0,101,71,71,71,True,3080.8,5980.766,6230.042,6230.042,,,,,experiments/results/kafka_streams_w3_latency_tuning_control
kafka_streams,w4,sliding_sum,,20.0,101,710,710,710,True,3964.038,6864.071,7113.249,7117.571,,,,,experiments/results/kafka_streams_w4_latency
kafka_streams,w4,sliding_sum,rate10,10.0,101,710,710,710,True,4865.798,10665.881,11164.941,11168.682,,,,,experiments/results/kafka_streams_w4_latency_rate10
kafka_streams,w4,sliding_sum,rate40,40.0,101,710,710,710,True,2433.497,3883.589,4006.722,4013.477,,,,,experiments/results/kafka_streams_w4_latency_rate40
kafka_streams,w4,sliding_sum,repeat1,20.0,101,710,710,710,True,3191.806,6091.807,6338.27,6349.403,,,,,experiments/results/kafka_streams_w4_latency_repeat1
kafka_streams,w4,sliding_sum,resource_metrics,20.0,101,710,710,710,True,3164.033,6063.919,6311.03,6318.64,,,,,experiments/results/kafka_streams_w4_latency_resource_metrics
kafka_streams,w4,sliding_sum,stability_100,100.0,180001,30900,30900,30900,True,2926.241,5243.404,6813.603,12468.746,,,,,experiments/results/kafka_streams_w4_latency_stability_100
kafka_streams,w5,stream_stream_join,,20.0,200,186,186,186,True,2544.645,3896.173,4096.137,4145.249,,,,,experiments/results/kafka_streams_w5_latency
kafka_streams,w5,stream_stream_join,rate10,10.0,200,186,186,186,True,1835.608,3035.445,3435.417,3534.556,,,,,experiments/results/kafka_streams_w5_latency_rate10
kafka_streams,w5,stream_stream_join,rate40,40.0,200,186,186,186,True,2195.37,3338.27,3438.284,3462.414,,,,,experiments/results/kafka_streams_w5_latency_rate40
kafka_streams,w5,stream_stream_join,repeat1,20.0,200,186,186,186,True,2540.653,3898.778,4098.726,4147.872,,,,,experiments/results/kafka_streams_w5_latency_repeat1
kafka_streams,w5,stream_stream_join,stability_100,100.0,24000,1093417,1093417,1093417,True,2172.128,2762.18,2913.538,3883.804,,,,,experiments/results/kafka_streams_w5_latency_stability_100
