timestamp_ms,topic,lag
1784624211237,bench-w3-latency-input,302
1784624218256,bench-w3-latency-input,0
1784624218256,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1009
1784624225195,bench-w3-latency-input,704
1784624225195,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1713
1784624232041,bench-w3-latency-input,403
1784624232041,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1410
1784624238912,bench-w3-latency-input,101
1784624238912,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1109
1784624245763,bench-w3-latency-input,805
1784624245763,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1712
1784624252572,bench-w3-latency-input,402
1784624252572,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1408
1784624259473,bench-w3-latency-input,100
1784624259473,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1106
1784624266294,bench-w3-latency-input,421
1784624266294,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,1427
1784624273191,bench-w3-latency-input,0
1784624273191,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,422
1784624280047,bench-w3-latency-input,0
1784624280047,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624286964,bench-w3-latency-input,0
1784624286964,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624293777,bench-w3-latency-input,0
1784624293777,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624300598,bench-w3-latency-input,0
1784624300598,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624307477,bench-w3-latency-input,0
1784624307477,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624314354,bench-w3-latency-input,0
1784624314354,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624321177,bench-w3-latency-input,0
1784624321177,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624328074,bench-w3-latency-input,0
1784624328074,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624334945,bench-w3-latency-input,0
1784624334945,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624341849,bench-w3-latency-input,0
1784624341849,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624348737,bench-w3-latency-input,0
1784624348737,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624355573,bench-w3-latency-input,0
1784624355573,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624362417,bench-w3-latency-input,0
1784624362417,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624369253,bench-w3-latency-input,0
1784624369253,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624376092,bench-w3-latency-input,0
1784624376092,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624382967,bench-w3-latency-input,0
1784624382967,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624389825,bench-w3-latency-input,0
1784624389825,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624396768,bench-w3-latency-input,0
1784624396768,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624403646,bench-w3-latency-input,0
1784624403646,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
1784624410494,bench-w3-latency-input,0
1784624410494,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial1-tumbling-count-store-repartition,0
