event_id,send_time_ns,receive_time_ns,latency_ms
ss-41-60000,849405302274153,849415689076385,10386.802
ss-19-60000,849414601338090,849415689080375,1087.742
ss-7-60000,849412901338780,849415689081645,2787.743
ss-54-60000,849406501363885,849415689082565,9187.719
ss-24-60000,849408201342320,849415689084015,7487.742
ss-39-60000,849412001359012,849415689115305,3687.756
ss-12-60000,849408301354494,849415689116095,7387.762
ss-2-60000,849412501362963,849415689120575,3187.758
ss-21-60000,849413501360664,849415689121615,2187.761
ss-72-60000,849408501373182,849415689122415,7187.749
ss-14-60000,849412801341306,849415689122835,2887.782
ss-91-60000,849412301343795,849415689187846,3387.844
ss-98-60000,849413001336144,849415689188456,2687.852
ss-16-60000,849413101335858,849415689192556,2587.857
ss-28-60000,849407201339432,849415689192956,8487.854
ss-79-60000,849408601340526,849415689196426,7087.856
ss-31-60000,849413201337472,849415689216616,2487.879
ss-50-60000,849413301361826,849415689220446,2387.859
ss-63-60000,849413401359740,849415689272446,2287.913
ss-51-60000,849413601357389,849415689273356,2087.916
ss-99-60000,849409401314577,849415689279046,6287.964
ss-35-60000,849413701356263,849415689309056,1987.953
ss-70-60000,849414001356155,849415689352446,1687.996
ss-90-60000,849414101340720,849415689372806,1588.032
ss-9-60000,849405601386761,849415689373366,10087.987
ss-64-60000,849406001353546,849415689382836,9688.029
ss-80-60000,849406801352157,849415689394966,8888.043
ss-59-60000,849412601372827,849415689441006,3088.068
ss-45-60000,849414201358674,849415689446646,1488.088
ss-48-60000,849414301347308,849415689447096,1388.1
ss-58-60000,849411401373298,849415689477646,4288.104
ss-29-60000,849414401360972,849415689481076,1288.12
ss-84-60000,849414701360445,849415689509986,988.15
ss-74-60000,849411301353353,849415689513696,4388.16
ss-38-60000,849409601337965,849415689532646,6088.195
ss-1-60000,849414801362019,849415689547586,888.186
ss-23-60000,849409301324213,849415689564837,6388.241
ss-75-60000,849414901358393,849415689611197,788.253
ss-33-60000,849415001393788,849415689611737,688.218
ss-4-60000,849406101361940,849415689615787,9588.254
ss-6-60000,849407101339038,849415689653957,8588.315
ss-0-60000,849415101362072,849415689671997,588.31
ss-10-60000,849414501358856,849415689676027,1188.317
ss-71-60000,849407801364465,849415689707667,7888.343
ss-43-60000,849409801349444,849415689708107,5888.359
ss-57-60000,849412201346211,849415689737717,3488.392
ss-83-60000,849405501370188,849415689742917,10188.373
ss-68-60000,849408801351794,849415689759447,6888.408
ss-55-60000,849413901366041,849415689802097,1788.436
ss-77-60000,849410001357792,849415689802577,5688.445
ss-17-60000,849413801364367,849415689818467,1888.454
ss-15-60000,849410101330956,849415689821907,5588.491
ss-96-60000,849410301362614,849415689853337,5388.491
ss-8-60000,849411801338534,849415689857217,3888.519
