timestamp_ms,topic,lag
1784624698985,bench-w3-latency-input,403
1784624705901,bench-w3-latency-input,101
1784624705901,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1008
1784624712771,bench-w3-latency-input,704
1784624712771,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1712
1784624719647,bench-w3-latency-input,403
1784624719647,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1410
1784624726633,bench-w3-latency-input,101
1784624726633,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1109
1784624733522,bench-w3-latency-input,806
1784624733522,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1814
1784624740388,bench-w3-latency-input,503
1784624740388,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1511
1784624747410,bench-w3-latency-input,202
1784624747410,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1209
1784624754260,bench-w3-latency-input,430
1784624754260,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,1437
1784624761163,bench-w3-latency-input,0
1784624761163,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,431
1784624768077,bench-w3-latency-input,0
1784624768077,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624774930,bench-w3-latency-input,0
1784624774930,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624781916,bench-w3-latency-input,0
1784624781916,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624788804,bench-w3-latency-input,0
1784624788804,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624795623,bench-w3-latency-input,0
1784624795623,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624802419,bench-w3-latency-input,0
1784624802419,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624809349,bench-w3-latency-input,0
1784624809349,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624816139,bench-w3-latency-input,0
1784624816139,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624823014,bench-w3-latency-input,0
1784624823014,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624829855,bench-w3-latency-input,0
1784624829855,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624836713,bench-w3-latency-input,0
1784624836713,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624843558,bench-w3-latency-input,0
1784624843558,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624850432,bench-w3-latency-input,0
1784624850432,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624857312,bench-w3-latency-input,0
1784624857312,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624864169,bench-w3-latency-input,0
1784624864169,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624871078,bench-w3-latency-input,0
1784624871078,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624877980,bench-w3-latency-input,0
1784624877980,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624884817,bench-w3-latency-input,0
1784624884817,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624891745,bench-w3-latency-input,0
1784624891745,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
1784624898599,bench-w3-latency-input,0
1784624898599,stream-state-bench-w3-latency-tumbling_count-tuning-commit-10000_trial3-tumbling-count-store-repartition,0
