timestamp_ms,topic,lag
1784307665394,bench-w3-latency-input,101
1784307672182,bench-w3-latency-input,101
1784307678939,bench-w3-latency-input,101
1784307685664,bench-w3-latency-input,101
1784307692438,bench-w3-latency-input,202
1784307699228,bench-w3-latency-input,101
1784307706013,bench-w3-latency-input,101
1784307712708,bench-w3-latency-input,101
1784307719497,bench-w3-latency-input,101
1784307726261,bench-w3-latency-input,101
1784307733011,bench-w3-latency-input,101
1784307739735,bench-w3-latency-input,101
1784307746523,bench-w3-latency-input,101
1784307753280,bench-w3-latency-input,101
1784307760098,bench-w3-latency-input,202
1784307766777,bench-w3-latency-input,101
1784307773548,bench-w3-latency-input,101
1784307780347,bench-w3-latency-input,101
1784307787105,bench-w3-latency-input,100
1784307793849,bench-w3-latency-input,101
1784307800607,bench-w3-latency-input,101
1784307807356,bench-w3-latency-input,101
1784307814130,bench-w3-latency-input,101
1784307820859,bench-w3-latency-input,101
1784307827599,bench-w3-latency-input,101
1784307834389,bench-w3-latency-input,101
1784307841135,bench-w3-latency-input,101
1784307847848,bench-w3-latency-input,101
1784307854599,bench-w3-latency-input,101
1784307861371,bench-w3-latency-input,101
1784307868092,bench-w3-latency-input,101
1784307874772,bench-w3-latency-input,101
1784307881498,bench-w3-latency-input,101
1784307888225,bench-w3-latency-input,101
1784307895030,bench-w3-latency-input,101
1784307901794,bench-w3-latency-input,101
1784307908501,bench-w3-latency-input,101
1784307915212,bench-w3-latency-input,101
1784307922011,bench-w3-latency-input,101
1784307928796,bench-w3-latency-input,202
1784307935527,bench-w3-latency-input,101
1784307942227,bench-w3-latency-input,101
1784307948970,bench-w3-latency-input,202
1784307955756,bench-w3-latency-input,101
1784307962480,bench-w3-latency-input,101
1784307969199,bench-w3-latency-input,101
1784307975978,bench-w3-latency-input,101
1784307982752,bench-w3-latency-input,101
1784307989503,bench-w3-latency-input,101
1784307996202,bench-w3-latency-input,101
1784308002971,bench-w3-latency-input,101
1784308009784,bench-w3-latency-input,101
1784308016530,bench-w3-latency-input,101
1784308023242,bench-w3-latency-input,101
1784308029991,bench-w3-latency-input,101
1784308036728,bench-w3-latency-input,101
1784308043493,bench-w3-latency-input,101
1784308050278,bench-w3-latency-input,101
1784308056957,bench-w3-latency-input,101
1784308063736,bench-w3-latency-input,101
1784308070459,bench-w3-latency-input,101
1784308077174,bench-w3-latency-input,101
1784308083846,bench-w3-latency-input,101
1784308090545,bench-w3-latency-input,101
1784308097329,bench-w3-latency-input,101
1784308104021,bench-w3-latency-input,101
1784308110734,bench-w3-latency-input,101
1784308117492,bench-w3-latency-input,101
1784308124254,bench-w3-latency-input,101
1784308130930,bench-w3-latency-input,101
1784308137626,bench-w3-latency-input,101
1784308144367,bench-w3-latency-input,101
1784308151154,bench-w3-latency-input,101
1784308157885,bench-w3-latency-input,101
1784308164625,bench-w3-latency-input,101
1784308171319,bench-w3-latency-input,101
1784308178103,bench-w3-latency-input,101
1784308184838,bench-w3-latency-input,101
1784308191506,bench-w3-latency-input,101
1784308198227,bench-w3-latency-input,101
1784308204986,bench-w3-latency-input,101
1784308211780,bench-w3-latency-input,101
1784308218533,bench-w3-latency-input,101
1784308225240,bench-w3-latency-input,101
1784308231963,bench-w3-latency-input,101
1784308238708,bench-w3-latency-input,101
1784308245498,bench-w3-latency-input,101
1784308252242,bench-w3-latency-input,101
1784308258998,bench-w3-latency-input,101
1784308265724,bench-w3-latency-input,101
1784308272470,bench-w3-latency-input,101
1784308279184,bench-w3-latency-input,101
1784308285849,bench-w3-latency-input,101
1784308292547,bench-w3-latency-input,101
1784308299308,bench-w3-latency-input,101
1784308306029,bench-w3-latency-input,101
1784308312761,bench-w3-latency-input,101
1784308319449,bench-w3-latency-input,101
1784308326184,bench-w3-latency-input,101
1784308332956,bench-w3-latency-input,101
1784308339749,bench-w3-latency-input,101
1784308346471,bench-w3-latency-input,101
1784308353154,bench-w3-latency-input,101
1784308359906,bench-w3-latency-input,101
