event_id,t0_ms,t1_ms,t2_ms,t3_ms,t1_t0_ms,t2_t1_ms,t3_t2_ms,latency_ms
fm-e-0,1784301720840.4648,1784301723512,1784301723534.0,1784301724649.7375,2671.535,22.0,1115.738,3809.273
fm-e-1,1784301720889.5342,1784301723512,1784301723552.0,1784301724649.74,2622.466,40.0,1097.74,3760.206
fm-e-3,1784301720989.5251,1784301723512,1784301723552.0,1784301724649.7415,2522.475,40.0,1097.741,3660.216
fm-e-4,1784301721039.5312,1784301723512,1784301723552.0,1784301724649.7424,2472.469,40.0,1097.742,3610.211
fm-e-5,1784301721089.5134,1784301723512,1784301723552.0,1784301724649.7432,2422.487,40.0,1097.743,3560.23
fm-e-8,1784301721239.5398,1784301723512,1784301723553.0,1784301724649.7444,2272.46,41.0,1096.744,3410.205
fm-e-9,1784301721289.562,1784301723512,1784301723553.0,1784301724649.745,2222.438,41.0,1096.745,3360.183
fm-e-10,1784301721339.54,1784301723512,1784301723553.0,1784301724649.7644,2172.46,41.0,1096.764,3310.224
fm-e-11,1784301721389.5647,1784301723512,1784301723553.0,1784301724649.7656,2122.435,41.0,1096.766,3260.201
fm-e-12,1784301721439.5955,1784301723512,1784301723553.0,1784301724649.7668,2072.405,41.0,1096.767,3210.171
fm-e-13,1784301721489.5806,1784301723512,1784301723554.0,1784301724649.7673,2022.419,42.0,1095.767,3160.187
fm-e-15,1784301721589.562,1784301723512,1784301723554.0,1784301724649.7683,1922.438,42.0,1095.768,3060.206
fm-e-16,1784301721639.5596,1784301723512,1784301723554.0,1784301724649.7693,1872.44,42.0,1095.769,3010.21
fm-e-17,1784301721689.557,1784301723512,1784301723554.0,1784301724649.7747,1822.443,42.0,1095.775,2960.218
fm-e-21,1784301721889.5647,1784301723512,1784301723555.0,1784301724649.7754,1622.435,43.0,1094.775,2760.211
fm-e-23,1784301721989.6177,1784301723512,1784301723555.0,1784301724649.794,1522.382,43.0,1094.794,2660.176
fm-e-28,1784301722239.5308,1784301723512,1784301723555.0,1784301724649.7947,1272.469,43.0,1094.795,2410.264
fm-e-30,1784301722339.5386,1784301723512,1784301723557.0,1784301724649.7954,1172.461,45.0,1092.795,2310.257
fm-e-31,1784301722389.5334,1784301723512,1784301723557.0,1784301724649.7961,1122.467,45.0,1092.796,2260.263
fm-e-33,1784301722489.529,1784301723512,1784301723557.0,1784301724649.802,1022.471,45.0,1092.802,2160.273
fm-e-34,1784301722539.5437,1784301723512,1784301723558.0,1784301724649.8025,972.456,46.0,1091.802,2110.259
fm-e-38,1784301722739.4688,1784301723512,1784301723558.0,1784301724649.808,772.531,46.0,1091.808,1910.339
fm-e-39,1784301722789.5522,1784301723512,1784301723558.0,1784301724649.8132,722.448,46.0,1091.813,1860.261
fm-e-42,1784301722939.5222,1784301723512,1784301723559.0,1784301724649.8333,572.478,47.0,1090.833,1710.311
fm-e-44,1784301723039.4814,1784301723512,1784301723560.0,1784301724649.839,472.519,48.0,1089.839,1610.358
fm-e-45,1784301723089.488,1784301723512,1784301723560.0,1784301724649.8552,422.512,48.0,1089.855,1560.367
fm-e-46,1784301723139.481,1784301723512,1784301723560.0,1784301724649.8933,372.519,48.0,1089.893,1510.412
fm-e-47,1784301723189.5273,1784301723512,1784301723560.0,1784301724649.8984,322.473,48.0,1089.898,1460.371
fm-e-48,1784301723239.4922,1784301723512,1784301723561.0,1784301724649.899,272.508,49.0,1088.899,1410.407
fm-e-49,1784301723289.5264,1784301723512,1784301723561.0,1784301724649.9043,222.474,49.0,1088.904,1360.378
fm-e-50,1784301723339.508,1784301723512,1784301723561.0,1784301724649.905,172.492,49.0,1088.905,1310.397
fm-e-56,1784301723639.5312,1784301724541,1784301724615.0,1784301725667.5332,901.469,74.0,1052.533,2028.002
fm-e-57,1784301723689.5747,1784301724541,1784301724616.0,1784301725667.536,851.425,75.0,1051.536,1977.961
fm-e-58,1784301723739.5542,1784301724541,1784301724616.0,1784301725667.5393,801.446,75.0,1051.539,1927.985
fm-e-59,1784301723789.564,1784301724541,1784301724616.0,1784301725667.5525,751.436,75.0,1051.552,1877.989
fm-e-60,1784301723839.5325,1784301724541,1784301724616.0,1784301725667.5535,701.468,75.0,1051.553,1828.021
fm-e-61,1784301723889.5188,1784301724541,1784301724616.0,1784301725667.5542,651.481,75.0,1051.554,1778.035
fm-e-64,1784301724039.511,1784301724541,1784301724617.0,1784301725667.555,501.489,76.0,1050.555,1628.044
fm-e-65,1784301724089.5286,1784301724541,1784301724617.0,1784301725667.5557,451.471,76.0,1050.556,1578.027
fm-e-66,1784301724139.5168,1784301724541,1784301724617.0,1784301725667.5564,401.483,76.0,1050.556,1528.04
fm-e-67,1784301724189.4893,1784301724541,1784301724617.0,1784301725667.573,351.511,76.0,1050.573,1478.084
fm-e-77,1784301724689.4841,1784301725542,1784301725547.0,1784301725667.5747,852.516,5.0,120.575,978.091
