timestamp_ms,topic,lag
1784622261629,bench-w3-latency-input,101
1784622268631,bench-w3-latency-input,303
1784622275468,bench-w3-latency-input,202
1784622282347,bench-w3-latency-input,101
1784622289232,bench-w3-latency-input,101
1784622296128,bench-w3-latency-input,101
1784622303009,bench-w3-latency-input,101
1784622309841,bench-w3-latency-input,101
1784622316703,bench-w3-latency-input,108
1784622323569,bench-w3-latency-input,108
1784622330449,bench-w3-latency-input,0
1784622337274,bench-w3-latency-input,0
1784622344137,bench-w3-latency-input,0
1784622351036,bench-w3-latency-input,0
1784622357921,bench-w3-latency-input,0
1784622364797,bench-w3-latency-input,0
1784622371644,bench-w3-latency-input,0
1784622378527,bench-w3-latency-input,0
1784622385399,bench-w3-latency-input,0
1784622392298,bench-w3-latency-input,0
1784622399138,bench-w3-latency-input,0
1784622406017,bench-w3-latency-input,0
1784622412817,bench-w3-latency-input,0
1784622419674,bench-w3-latency-input,0
1784622426553,bench-w3-latency-input,0
1784622433405,bench-w3-latency-input,0
1784622440229,bench-w3-latency-input,0
1784622447127,bench-w3-latency-input,0
1784622453961,bench-w3-latency-input,0
1784622460868,bench-w3-latency-input,0
1784622467726,bench-w3-latency-input,0
